FID,IID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,inferred_ancestry,data_source,assignment_confidence,distance_to_centroid,sample_type,known_ancestry,donor_id,dataset,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,ethnicity_ancestry_concordance,KNN_prediction,RandomForest_prediction,ml_consensus_prediction,KNN_confidence,RandomForest_confidence,ml_consensus_confidence,projection_status,final_consensus_ancestry,final_consensus_confidence,final_consensus_method
141_S_4456,141_S_4456,-0.00910447,-0.0128423,0.00659232,-0.00259472,-0.000352003,0.0014389,0.00171061,0.0023573,-0.00145577,-0.010143,0.00573211,0.0102986,-0.00412016,0.0111363,0.00496552,-0.0062311,0.00497912,0.00144853,0.00344594,-0.00115157,Unknown,ADNI,0.0,inf,ADNI,white,141_S_4456,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5921657887812802,discordant,EUR,AFR,Uncertain,0.5921657887812802,0.3,0.4460828943906401,Stage2_ML_Projected,Unknown,0.0,Still_Uncertain
153_S_2109,153_S_2109,-0.00471709,-0.00405363,0.00508398,-0.013068,8.81386e-05,0.0023346,-0.000343219,-0.000799041,0.000966959,-0.00228617,0.0081921,-0.0233675,-0.000293666,0.00213488,0.000278299,0.00134019,-1.24987e-05,-1.75132e-05,0.00156047,-0.00021586,AMR,ADNI,0.506538436476105,0.0198475416554575,ADNI,white,153_S_2109,ADNI,white,HANCESTRO:0005,,,SAS,AMR,1.0,discordant,,,,,,,Stage1_Assigned,AMR,0.506538436476105,Stage1_PCA
153_S_2148,153_S_2148,-0.00859851,-0.0122992,0.0065897,-0.00391426,-0.000481617,-0.00101544,-0.00346082,-0.00104534,-0.00117452,-0.00938093,0.00396073,0.0121125,-0.00590231,0.00830171,0.00480228,-0.00474635,0.00467539,-0.00351526,0.00425526,0.00112789,Unknown,ADNI,0.0,inf,ADNI,white,153_S_2148,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.591837702773105,discordant,EUR,EUR,Uncertain,0.591837702773105,0.27,0.4309188513865525,Stage2_ML_Projected,Unknown,0.0,Still_Uncertain
153_S_4297,153_S_4297,-0.00885289,-0.0122826,0.00552508,-0.0024256,0.000866065,-0.00384598,0.00293105,-0.000326351,0.00279906,-0.00887188,0.00698336,0.00837804,-0.00693298,0.0124999,0.00123311,-0.00572363,0.00538263,0.00111001,-0.00162667,0.0016955,Unknown,ADNI,0.0,inf,ADNI,white,153_S_4297,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6082223771046642,discordant,AFR,AMR,Uncertain,0.6082223771046642,0.26,0.4341111885523321,Stage2_ML_Projected,Unknown,0.0,Still_Uncertain
153_S_4372,153_S_4372,-0.0052663,-0.00703584,0.0079114,-0.000554959,0.0055365,-0.000417598,-0.00553883,0.00457812,0.00167863,0.000351003,-0.0155951,-0.100056,-0.0101608,0.0196043,0.00338707,-0.00690595,0.00357316,-0.00164484,-0.00319612,-0.00241139,AMR,ADNI,0.4320469646155492,0.0228436667845773,ADNI,white,153_S_4372,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,AMR,0.4320469646155492,Stage1_PCA
153_S_4621,153_S_4621,-0.00807848,-0.0117885,0.00760332,-0.00316267,0.000462406,0.00136386,-0.00160664,0.00347314,-0.00105737,-0.00637465,0.00113983,-0.0157516,-0.00549147,0.0117488,0.00246309,-0.00592421,0.000194491,0.00539894,-0.00130456,-0.00112956,AMR,ADNI,0.3082181528768558,0.0278241914714013,ADNI,white,153_S_4621,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5994597739021742,discordant,,,,,,,Stage1_Assigned,AMR,0.3082181528768558,Stage1_PCA
941_S_1202,941_S_1202,-0.00864636,-0.0133278,0.00429146,-0.000849678,0.000645882,0.00202893,0.000827646,-0.00136491,0.00138373,-0.010241,0.00259081,0.00768811,-0.00411227,0.0101772,0.00420242,-0.00718976,0.00106772,0.00641761,0.000345688,0.00198124,Unknown,ADNI,0.0,inf,ADNI,white,941_S_1202,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5899740779014322,discordant,EUR,AFR,Uncertain,0.5899740779014322,0.3,0.4449870389507161,Stage2_ML_Projected,Unknown,0.0,Still_Uncertain
941_S_2060,941_S_2060,-0.00881203,-0.0121957,0.00581462,-0.00103713,0.000224348,-0.000608372,0.00142461,-0.00017622,-0.00425021,-0.00762279,0.00694445,0.00875395,-0.00569855,0.0096583,0.00169302,-0.00553474,0.00175925,0.0030158,0.00120346,0.000766645,Unknown,ADNI,0.0,inf,ADNI,white,941_S_2060,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5921688467826193,discordant,EUR,AFR,Uncertain,0.5921688467826193,0.3,0.4460844233913096,Stage2_ML_Projected,Unknown,0.0,Still_Uncertain
941_S_4036,941_S_4036,-0.0091602,-0.0130591,0.0029912,-0.000858254,-0.00393962,-0.00108268,0.00262607,-0.00251996,-0.00333682,-0.0101461,0.00542003,0.00568421,-0.00485714,0.00906108,0.00148862,-0.00521894,0.00583777,2.94877e-05,0.00131091,-0.000420957,Unknown,ADNI,0.0,inf,ADNI,white,941_S_4036,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5902163699811991,discordant,EUR,AFR,Uncertain,0.5902163699811991,0.38,0.4851081849905995,Stage2_ML_Projected,Unknown,0.0,Still_Uncertain
941_S_4187,941_S_4187,-0.00686626,-0.00946196,0.00796704,-0.00227948,-0.000131594,-0.000893483,-0.000749791,0.00212496,0.00304938,-0.00231504,-0.0114721,-0.0539203,-0.00492207,0.00903917,-0.000441788,0.00178596,-0.00120303,-0.00526501,0.000892761,-0.00183089,AMR,ADNI,0.3691477205970473,0.0253735403513026,ADNI,white,941_S_4187,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,AMR,0.3691477205970473,Stage1_PCA
941_S_4255,941_S_4255,-0.00577981,-0.00812426,0.0109127,-0.00304766,-0.00170207,0.00169396,-0.00221598,0.00495928,0.0018657,-0.00354623,-0.014282,-0.0999817,-0.00918117,0.0174183,0.00143099,-0.00324393,-0.000375893,0.0030858,-0.00406943,-0.000257097,AMR,ADNI,0.4044053930866205,0.0239554397835217,ADNI,white,941_S_4255,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,AMR,0.4044053930866205,Stage1_PCA
941_S_4292,941_S_4292,-0.00894745,-0.0120478,0.00589077,-0.00248189,0.000911282,-0.00323802,0.00389699,-0.00148824,0.000964168,-0.00922702,0.00481942,0.0102793,-0.00598094,0.0150177,0.00205784,-0.00932235,0.0024728,0.00366947,0.00149814,-0.00151394,Unknown,ADNI,0.0,inf,ADNI,white,941_S_4292,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6082244908889523,discordant,AFR,AFR,Uncertain,0.6082244908889523,0.27,0.4391122454444761,Stage2_ML_Projected,Unknown,0.0,Still_Uncertain
941_S_4365,941_S_4365,-0.00875389,-0.0134761,0.00538828,-0.00367728,0.0015906,-0.000160224,0.000464249,3.78177e-05,0.00131671,-0.0105497,0.00255227,0.00030906,-0.00520804,0.00706412,0.00165552,-0.00107224,-0.000393128,0.00358541,0.00326186,0.000490527,Unknown,ADNI,0.0,inf,ADNI,white,941_S_4365,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5903723925678722,discordant,EUR,AMR,Uncertain,0.5903723925678722,0.28,0.4351861962839361,Stage2_ML_Projected,Unknown,0.0,Still_Uncertain
941_S_4376,941_S_4376,-0.00902364,-0.0125511,0.003581,-0.000736413,-0.00175669,-0.00264465,-0.00386793,-0.00453562,0.000321698,-0.00817596,0.00516997,0.0105725,-0.00627506,0.0120214,0.00302121,-0.00730291,0.00288562,0.0010406,0.000332767,-0.000939615,Unknown,ADNI,0.0,inf,ADNI,white,941_S_4376,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6057471324963276,discordant,AFR,AFR,Uncertain,0.6057471324963276,0.3,0.4528735662481638,Stage2_ML_Projected,Unknown,0.0,Still_Uncertain
941_S_4377,941_S_4377,-0.00832149,-0.0116691,0.00554004,-0.00390999,0.00115195,0.00054816,-0.00540135,-0.000154184,-0.00202893,-0.00692028,-0.00137702,-0.0177598,-0.00683658,0.0127312,0.00357893,-0.00787449,0.00364503,-0.00208989,-0.00247446,0.00206133,AMR,ADNI,0.3103322385689082,0.0277391607274938,ADNI,white,941_S_4377,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6021886861177692,discordant,,,,,,,Stage1_Assigned,AMR,0.3103322385689082,Stage1_PCA
941_S_4420,941_S_4420,-0.00908116,-0.0127173,0.00693701,-0.00191723,0.00129546,0.000365682,-0.00426262,-0.00140626,-0.000985786,-0.00854082,0.00671026,0.00742019,-0.00777792,0.0118307,0.00419726,-0.00348019,0.00441946,0.00319802,0.00189624,0.00268408,Unknown,ADNI,0.0,inf,ADNI,white,941_S_4420,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5885811214640869,discordant,EUR,EUR,Uncertain,0.5885811214640869,0.33,0.4592905607320434,Stage2_ML_Projected,Unknown,0.0,Still_Uncertain
GTEX-1117F,GTEX-1117F,0.0434906,-0.00889078,0.00494616,-0.00236054,0.00016719,-0.000243804,0.00102796,-0.00233551,-0.00115753,-0.00659818,0.00385033,-0.00119692,0.000564197,0.00107976,0.000159589,0.00330961,-0.00288183,0.000313853,0.00146788,0.000422557,AFR,GTEx,0.6239235628478452,0.0078499976414801,GTEx,asian,GTEX-1117F,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,,,,,,,Stage1_Assigned,AFR,0.6239235628478452,Stage1_PCA
GTEX-111CU,GTEX-111CU,-0.009909,-0.00733763,0.00377542,-0.00173703,-0.00126098,0.00235873,0.00176625,-0.000251955,-0.00237017,-0.00381436,0.00126499,0.00411788,0.0056193,-0.00754075,-0.0033041,0.0042976,-0.00117103,-0.00255831,0.000617406,-0.00208792,EUR,GTEx,0.5660560516258194,0.0023276198324465,GTEx,native hawaiian or other pacific islander,GTEX-111CU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.5660560516258194,Stage1_PCA
GTEX-111FC,GTEX-111FC,-0.00963993,-0.00869338,0.00417557,2.29139e-05,-0.000188622,-0.000605511,-0.000227884,0.000695763,-0.00192604,-0.00288153,0.00313907,0.0121579,0.00564507,-0.0106629,-0.00160223,0.00508558,-0.00161618,0.00304803,-0.000253588,-0.00371415,EUR,GTEx,0.4003963869797261,0.0032161970837513,GTEx,native hawaiian or other pacific islander,GTEX-111FC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.4003963869797261,Stage1_PCA
GTEX-111VG,GTEX-111VG,-0.0118362,-0.00820413,0.00550589,-0.000910392,-0.00215335,0.00207583,-0.000172206,-0.00132562,0.000634748,-0.00261958,0.00191009,0.00590592,0.00521324,-0.00988172,-0.00212593,0.00409477,-0.000806143,-0.00380889,0.000139738,-0.00120536,EUR,GTEx,0.7081112152245221,0.0015656541054613,GTEx,native hawaiian or other pacific islander,GTEX-111VG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7081112152245221,Stage1_PCA
GTEX-111YS,GTEX-111YS,-0.0121023,-0.00826175,0.00600788,-0.00243783,-0.00282277,-0.00162824,-0.000331186,0.000995178,-0.00172843,-0.0039079,0.00215936,0.00569195,0.00580116,-0.00842355,-0.00178941,0.00459271,0.0012191,-0.000103859,-1.02871e-05,0.000559975,EUR,GTEx,0.702774541818382,0.0015942793389873,GTEx,native hawaiian or other pacific islander,GTEX-111YS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.702774541818382,Stage1_PCA
GTEX-1122O,GTEX-1122O,-0.0122255,-0.0091884,0.00596523,-0.0020716,-0.00231735,-0.000537665,0.00129704,-0.00134431,-5.7618e-05,-0.00479174,-0.000179881,0.00863907,0.00578461,-0.0101868,-0.00115923,0.00435345,-0.00283977,-0.0034814,-0.00214495,-0.00253901,EUR,GTEx,0.5298102551300697,0.0025220376485779,GTEx,native hawaiian or other pacific islander,GTEX-1122O,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.5298102551300697,Stage1_PCA
GTEX-1128S,GTEX-1128S,-0.0120087,-0.00885826,0.00673154,-0.000463499,-0.000682752,-0.00307817,0.000184995,0.000111523,-0.00122721,-0.00468506,0.00279927,0.0119004,0.00580195,-0.0121509,-0.0012955,0.00564025,-0.00188823,-0.000214086,-0.00102233,-0.00226357,EUR,GTEx,0.5909281356977982,0.0021942091549221,GTEx,native hawaiian or other pacific islander,GTEX-1128S,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.5909281356977982,Stage1_PCA
GTEX-113IC,GTEX-113IC,0.0352804,-0.00737908,0.00424238,-0.00450386,0.00013182,0.000127291,-7.44329e-05,-0.00235666,0.00047234,-0.0042895,0.00413375,0.000324051,0.00245729,0.00601241,0.000343012,0.000140745,-0.00332513,0.0032531,-0.00722903,-0.00796373,Unknown,GTEx,0.0,inf,GTEx,asian,GTEX-113IC,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,AFR,AFR,AFR,1.0,0.76,0.88,Stage2_ML_Projected,AFR,0.88,Stage2_ML_High
GTEX-113JC,GTEX-113JC,-0.00999105,-0.00530665,0.0051693,-0.00494647,0.00165893,0.00222793,-0.000990707,-0.000229897,0.00535893,-0.00197594,0.00414474,-0.00727291,0.00492396,-0.0127837,-0.00400984,0.00610458,-0.0034241,-0.00404912,0.00259276,0.00159949,EUR,GTEx,0.526039729510971,0.0025422622657033,GTEx,native hawaiian or other pacific islander,GTEX-113JC,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.5960930911611565,discordant,,,,,,,Stage1_Assigned,EUR,0.526039729510971,Stage1_PCA
GTEX-117XS,GTEX-117XS,-0.0118612,-0.00777031,0.00560275,-0.00130386,3.74383e-05,-0.00279478,0.000952436,0.00295295,-0.0020677,-0.00342577,1.21516e-05,-0.00317532,0.00510766,-0.0129341,-0.00439773,0.00648198,-0.0054976,-0.000444456,-0.00255516,-0.00176867,EUR,GTEx,0.7880826100722913,0.0011366977727978,GTEx,native hawaiian or other pacific islander,GTEX-117XS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7880826100722913,Stage1_PCA
GTEX-117YW,GTEX-117YW,-0.0103183,-0.00646196,0.00616322,-0.00290334,-0.00220227,-0.00182027,-0.0014703,0.00240115,-0.000809986,-0.000423669,-0.00862248,-0.0291173,0.00752085,-0.0121803,-0.00481498,0.00734947,-0.00407597,-0.00458675,-0.00183457,0.000106298,EUR,GTEx,0.6585504219518451,0.0018314918611564,GTEx,native hawaiian or other pacific islander,GTEX-117YW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.6585504219518451,Stage1_PCA
GTEX-117YX,GTEX-117YX,-0.0011543,0.0705051,-0.00918484,0.0155639,-0.00121672,-0.00207233,-0.000256119,0.000791154,-0.00175531,-0.0275137,0.00763511,-0.00280733,0.00431306,-0.00572069,-0.0026319,0.00483647,-0.00259779,-0.00110386,-0.000610354,-0.000717671,Unknown,GTEx,0.0,inf,GTEx,american indian or alaska native,GTEX-117YX,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,concordant,EAS,EAS,EAS,1.0,0.98,0.99,Stage2_ML_Projected,EAS,0.99,Stage2_ML_High
GTEX-1192W,GTEX-1192W,-0.0119485,-0.00629597,0.00647833,-0.00181765,0.00198657,0.000224862,0.000309934,0.000856995,0.00325758,-0.00272849,-3.86172e-05,0.00580252,0.00538045,-0.00855836,-0.000451678,0.00307907,-0.00197695,-0.00254801,-0.00385586,-0.00163968,EUR,GTEx,0.922167784068125,0.0004174820505852,GTEx,native hawaiian or other pacific islander,GTEX-1192W,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.922167784068125,Stage1_PCA
GTEX-1192X,GTEX-1192X,-0.0119833,-0.00800115,0.00533888,-0.000439165,-0.0022156,-0.00196444,0.00339067,-0.00308151,-2.36487e-05,-0.00418414,3.97611e-05,0.00548123,0.00513786,-0.0122997,-0.00264019,0.00542487,-0.00250992,-0.000123275,-0.00343847,-0.00146271,EUR,GTEx,0.7497626427847479,0.0013422411757451,GTEx,native hawaiian or other pacific islander,GTEX-1192X,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7497626427847479,Stage1_PCA
GTEX-11DXW,GTEX-11DXW,-0.011666,-0.00789395,0.00648918,-5.26356e-05,-0.00256582,-0.0025956,0.00152635,0.00390764,0.000152672,-0.0038896,0.00202437,0.000313699,0.00432615,-0.00985112,-0.00382847,0.00470072,-0.00191039,8.64363e-05,-0.000285494,-0.000751699,EUR,GTEx,0.7550547590568006,0.0013138549409869,GTEx,native hawaiian or other pacific islander,GTEX-11DXW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7550547590568006,Stage1_PCA
GTEX-11DXX,GTEX-11DXX,-0.0116214,-0.00828589,0.00701256,-0.00174667,-0.00080813,-0.00277106,0.00143571,-0.00269391,0.000450435,-0.00447518,0.00104198,0.0061819,0.00502734,-0.013209,-0.00188698,0.00659046,-0.00162115,-0.00120065,-0.000466841,-0.00214382,EUR,GTEx,0.6833371149455423,0.0016985392104533,GTEx,native hawaiian or other pacific islander,GTEX-11DXX,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.6833371149455423,Stage1_PCA
GTEX-11DXY,GTEX-11DXY,-0.0101382,-0.00581695,0.00786422,-0.00168178,0.00127727,0.000475019,-0.00133897,-0.000794959,0.00555508,0.00257661,-0.00841468,-0.0328593,0.00581549,-0.0103052,-0.00103481,0.00571706,-0.0014811,0.000942604,-0.00312122,0.0033509,EUR,GTEx,0.5947937777113764,0.0021734743456232,GTEx,native hawaiian or other pacific islander,GTEX-11DXY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.5947937777113764,Stage1_PCA
GTEX-11DXZ,GTEX-11DXZ,0.0449993,-0.00812817,0.00456683,-0.000361138,-0.00141037,0.000484219,-0.000563817,-0.000799774,0.00221707,-0.0047583,0.00340246,-9.34614e-05,0.00273424,0.00603063,0.00392358,0.00286341,0.00575467,0.00262357,0.00259527,0.0101368,AFR,GTEx,0.7007892202647251,0.0062455492639041,GTEx,asian,GTEX-11DXZ,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,,,,,,,Stage1_Assigned,AFR,0.7007892202647251,Stage1_PCA
GTEX-11DYG,GTEX-11DYG,0.046542,-0.00853224,0.00425102,-0.00171453,0.000946012,0.00301781,0.000741058,0.00074938,0.000197203,-0.00468265,0.00158573,0.00072727,-0.0029764,-0.0009588,-0.00499677,-0.00273586,0.00673928,0.00738454,-0.00842632,-0.00252668,AFR,GTEx,0.7705813934259714,0.0047887486229006,GTEx,asian,GTEX-11DYG,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,,,,,,,Stage1_Assigned,AFR,0.7705813934259714,Stage1_PCA
GTEX-11DZ1,GTEX-11DZ1,-0.0120531,-0.00719702,0.00822476,-0.00287527,-0.00154681,-0.00263137,-0.000213939,0.00251466,0.000551177,-0.00377286,0.0022991,0.00703182,0.00298036,-0.00777619,-0.0038967,0.00185798,-4.56433e-05,-0.000965569,-0.00117286,0.00230991,EUR,GTEx,0.9000830501742405,0.0005359417382898,GTEx,native hawaiian or other pacific islander,GTEX-11DZ1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.9000830501742405,Stage1_PCA
GTEX-11EI6,GTEX-11EI6,-0.0119697,-0.0076348,0.00635279,-0.00141522,-0.00167674,0.000993541,0.000967271,-0.000667403,-0.00273672,-0.00275472,0.00249163,0.0137178,0.00330627,-0.00652265,-0.00111254,0.00213623,-0.000868701,-0.000836251,0.000104389,-0.000228576,EUR,GTEx,0.8170176432217386,0.0009814939561218,GTEx,native hawaiian or other pacific islander,GTEX-11EI6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.8170176432217386,Stage1_PCA
GTEX-11EM3,GTEX-11EM3,-0.0118781,-0.00800824,0.00877314,-0.0035388,-0.00203993,-0.00182992,-0.00192712,0.00177308,0.000701788,-0.00690512,-0.000241194,0.005289,0.00790506,-0.013899,-0.000723131,0.00701878,-0.00254146,-0.00225857,-0.00215348,-0.000114183,EUR,GTEx,0.745451637462985,0.0013653648568617,GTEx,native hawaiian or other pacific islander,GTEX-11EM3,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.745451637462985,Stage1_PCA
GTEX-11EMC,GTEX-11EMC,-0.0117074,-0.00683122,0.0039595,0.000749685,-5.79127e-05,0.00306867,-0.00143799,0.0019203,-0.0010275,-0.00166344,0.000193677,0.00226553,0.00617617,-0.0104524,-0.00421518,0.00570632,-0.00458649,-0.00144814,-0.00387514,-0.00170481,EUR,GTEx,0.9141088703894124,0.0004607090327261,GTEx,native hawaiian or other pacific islander,GTEX-11EMC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.9141088703894124,Stage1_PCA
GTEX-11EQ8,GTEX-11EQ8,-0.0117792,-0.00586523,0.00598434,-0.00345756,0.00136341,0.000271275,-0.000140508,0.000227456,0.0014129,-0.00168675,-0.00187369,0.000982924,0.0046734,-0.00690579,-0.0019414,0.00449488,-0.00295489,-0.00207112,-0.0013566,-0.00452987,EUR,GTEx,0.8360767053692293,0.0008792635846451,GTEx,native hawaiian or other pacific islander,GTEX-11EQ8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.8360767053692293,Stage1_PCA
GTEX-11EQ9,GTEX-11EQ9,-0.0117121,-0.00759729,0.00811216,-0.00313836,-0.00173088,-0.000472846,0.00172043,0.00317402,-0.00369229,-0.00184669,-0.000154986,0.000979347,0.00440484,-0.00682774,-0.000393389,0.0027107,-0.00143182,-0.00213997,-0.00086716,-0.000839311,EUR,GTEx,0.8093863851015065,0.0010224270485493,GTEx,native hawaiian or other pacific islander,GTEX-11EQ9,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.8093863851015065,Stage1_PCA
GTEX-11GS4,GTEX-11GS4,-0.00961586,-0.00561938,0.00883436,-0.00248865,-0.00234727,-0.000135438,-0.00401388,0.00325466,0.00202909,0.00350136,-0.0137137,-0.0522865,0.00714286,-0.0138215,-0.0047656,0.0101684,-0.0055617,-0.00141411,-0.00185278,-0.00129844,EUR,GTEx,0.4907479150691431,0.0027315630441232,GTEx,native hawaiian or other pacific islander,GTEX-11GS4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.4907479150691431,Stage1_PCA
GTEX-11GSO,GTEX-11GSO,-0.011741,-0.00779956,0.00610616,-0.00158051,-0.000774966,-0.000717134,-0.000131635,3.59592e-05,0.000240899,-0.00255337,-0.00158906,0.00195611,0.006601,-0.00982213,-0.00265515,0.0066149,-0.000744402,0.000369827,0.000559004,8.74913e-05,EUR,GTEx,0.7764003828078214,0.0011993597455475,GTEx,native hawaiian or other pacific islander,GTEX-11GSO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7764003828078214,Stage1_PCA
GTEX-11GSP,GTEX-11GSP,-0.011947,-0.00785224,0.0058279,0.000500369,-0.000583798,-0.000662566,0.00093192,-0.0017992,0.0023128,-0.00440458,0.00120157,-0.0023852,0.00597103,-0.00959259,-0.00484806,0.00522922,-0.00284233,-0.000812117,0.000235234,-0.00208089,EUR,GTEx,0.7763376246857574,0.0011996963720868,GTEx,native hawaiian or other pacific islander,GTEX-11GSP,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.7763376246857574,Stage1_PCA
GTEX-11H98,GTEX-11H98,-0.0120066,-0.00774685,0.0054272,8.82298e-05,-0.00222717,-0.000668145,0.00061879,-0.000361687,-0.00135607,-0.00227067,0.00229075,0.0115833,0.00466415,-0.0083195,-0.00168864,0.00192445,-0.00169111,-0.00197677,-0.00475597,-0.00013591,EUR,GTEx,0.797353684668846,0.0010869689145435,GTEx,native hawaiian or other pacific islander,GTEX-11H98,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.797353684668846,Stage1_PCA
GTEX-11I78,GTEX-11I78,-0.0115454,-0.00740448,0.00851776,-0.00273238,0.000763924,0.00263823,-0.000683505,0.000918243,-0.00786103,-0.00437288,0.00156886,-0.000748689,0.00580453,-0.0110073,-0.00377691,0.00761942,-0.00277402,-0.00019537,-0.00114413,-0.000318931,EUR,GTEx,0.8237275818307648,0.0009455027037045,GTEx,native hawaiian or other pacific islander,GTEX-11I78,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.8237275818307648,Stage1_PCA
GTEX-11LCK,GTEX-11LCK,-0.0120351,-0.00870009,0.00470492,-0.00235859,-0.00470666,0.00111375,0.00136262,-0.00176624,0.00211963,-0.00245921,0.00071529,0.00423221,0.00490006,-0.00913096,-0.00157999,0.00461721,0.000358436,-0.00480336,0.00129195,-0.00129072,EUR,GTEx,0.620641939848911,0.0020348281102073,GTEx,native hawaiian or other pacific islander,GTEX-11LCK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.620641939848911,Stage1_PCA
GTEX-11NSD,GTEX-11NSD,-0.0118825,-0.00666796,0.00754415,-0.00290906,0.0013443,-0.00066034,-0.00181533,0.000357358,0.00046835,-0.00372659,-0.00190515,0.00677008,0.00572909,-0.00811446,-0.00259656,0.00404597,-0.00382365,-0.00174183,-0.00213471,-0.000738428,EUR,GTEx,0.9523330184647076,0.000255679591777,GTEx,native hawaiian or other pacific islander,GTEX-11NSD,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,,,,,,,Stage1_Assigned,EUR,0.9523330184647076,Stage1_PCA
