donor_id,dataset,sample_type,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,PC1,PC2,PC3,ethnicity_ancestry_concordance
GTEX-QDVN,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120716,-0.00799435,0.0054454,concordant
GTEX-QEG4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122766,-0.00727463,0.00609232,concordant
GTEX-QEG5,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120379,-0.00740777,0.00534481,concordant
GTEX-QEL4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0105634,-0.00632905,0.00799161,concordant
GTEX-QESD,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119627,-0.00753373,0.00662321,concordant
GTEX-QLQ7,GTEx,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,-0.00100944,0.0710546,-0.00990283,concordant
GTEX-QLQW,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0189216,-0.00825352,0.00584005,concordant
GTEX-QMR6,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115529,-0.00514,0.00714717,concordant
GTEX-QMRM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0124048,-0.00846301,0.00567472,concordant
GTEX-QV31,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117399,-0.00751941,0.00665376,concordant
GTEX-QV44,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118769,-0.00736727,0.00462768,concordant
GTEX-QVJO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0113136,-0.00761903,0.00691128,concordant
GTEX-QVUS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122712,-0.00727331,0.00747363,concordant
GTEX-QXCU,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119999,-0.0071777,0.00631362,concordant
GTEX-R3RS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120993,-0.00668186,0.00584696,concordant
GTEX-R45C,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121245,-0.00816057,0.00329794,concordant
GTEX-R53T,GTEx,GTEx,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5917625731402276,-0.00212655,-0.0064497,0.00645581,discordant
GTEX-R55C,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118152,-0.00817707,0.00461368,concordant
GTEX-R55D,GTEx,GTEx,hispanic or latino,HANCESTRO:0028,,,SAS,AMR,1.0,0.00065646,0.00149282,0.00253991,concordant
GTEX-R55E,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0112836,-0.00708724,0.0054188,concordant
GTEX-R55F,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120628,-0.00860882,0.00646245,concordant
GTEX-R55G,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121228,-0.0076105,0.00747518,concordant
GTEX-REY6,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00965038,-0.00558702,0.00904647,concordant
GTEX-RM2N,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120416,-0.00466315,0.00580158,concordant
GTEX-RN5K,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122392,-0.00849043,0.00364302,concordant
GTEX-RN64,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116842,-0.00566431,0.0061466,concordant
GTEX-RNOR,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118675,-0.00570765,0.00617157,concordant
GTEX-RTLS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117751,-0.00765549,0.00706401,concordant
GTEX-RU1J,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0458246,-0.00975391,0.0057675,concordant
GTEX-RU72,GTEx,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,-0.00140101,0.070507,-0.00998994,concordant
GTEX-RUSQ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121141,-0.00779308,0.00676864,concordant
GTEX-RVPV,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115497,-0.00408571,0.00470567,concordant
GTEX-RWS6,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116459,-0.00796819,0.0054813,concordant
GTEX-RWSA,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118018,-0.00779533,0.0061613,concordant
GTEX-S32W,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0108976,-0.00793688,0.00440381,concordant
GTEX-S33H,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.6025815032316867,-0.0109287,-0.00577557,0.00552069,discordant
GTEX-S341,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0552511,-0.009848,0.00550273,concordant
GTEX-S3LF,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.6044944880901102,-0.0107988,-0.00635685,0.00734539,discordant
GTEX-S3XE,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122329,-0.00883035,0.00634386,concordant
GTEX-S4P3,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120349,-0.00793676,0.00490689,concordant
GTEX-S4Q7,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00913305,-0.00424628,0.00867781,concordant
GTEX-S4UY,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00926115,-0.0043593,0.0113336,concordant
GTEX-S4Z8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011762,-0.00793577,0.00625408,concordant
GTEX-S7PM,GTEx,GTEx,american indian or alaska native,HANCESTRO:0004,,,Unknown,AMR,0.77149377744667,-0.00574175,0.0412197,-0.0152942,concordant
GTEX-S7SE,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118473,-0.00760212,0.00780849,concordant
GTEX-S7SF,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00946553,-0.00761013,0.00561007,concordant
GTEX-S95S,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121094,-0.00772829,0.00581316,concordant
GTEX-SE5C,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119611,-0.00715536,0.00557934,concordant
GTEX-SIU8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.012063,-0.00716877,0.00381567,concordant
GTEX-SJXC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120759,-0.00817488,0.00485505,concordant
GTEX-SN8G,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115449,-0.00831246,0.00484575,concordant
GTEX-SNMC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122044,-0.00824485,0.00403702,concordant
GTEX-SNOS,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0308896,-0.00907875,0.00553737,concordant
GTEX-SSA3,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0451883,-0.00774653,0.00385068,concordant
GTEX-SUCS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121825,-0.0079235,0.00625467,concordant
GTEX-T2IS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118282,-0.00733978,0.00644387,concordant
GTEX-T2YK,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.045491,-0.00853061,0.00489891,concordant
GTEX-T5JC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011873,-0.00794062,0.00276877,concordant
GTEX-T5JW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0106938,-0.00780956,0.00289721,concordant
GTEX-T6MN,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119881,-0.00840573,0.0039468,concordant
GTEX-T6MO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118444,-0.00752007,0.00806765,concordant
GTEX-T8EM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115826,-0.00768291,0.00631903,concordant
GTEX-TKQ1,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0285887,-0.00762689,0.00679741,concordant
GTEX-TKQ2,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119108,-0.00819262,0.00358452,concordant
GTEX-TML8,GTEx,GTEx,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.6223930104267642,0.0307455,-0.00474956,0.00367889,discordant
GTEX-TMMY,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121825,-0.00805042,0.00457697,concordant
GTEX-TMZS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117183,-0.00812157,0.00568141,concordant
GTEX-TSE9,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116805,-0.00617323,0.00671841,concordant
GTEX-U3ZG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0123336,-0.00835207,0.00586784,concordant
GTEX-U3ZH,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00942014,-0.00770142,0.00707884,concordant
GTEX-U3ZM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118977,-0.0067367,0.00543603,concordant
GTEX-U3ZN,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116037,-0.0079136,0.00274868,concordant
GTEX-U412,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.051142,-0.00918071,0.00552221,concordant
GTEX-U4B1,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122334,-0.00847212,0.00368365,concordant
GTEX-U8T8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0112831,-0.00692124,0.00551185,concordant
GTEX-U8XE,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119906,-0.00766756,0.00477538,concordant
GTEX-UJHI,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0456095,-0.00876958,0.00485174,concordant
GTEX-UJMC,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0405968,-0.00866117,0.00418853,concordant
GTEX-UPJH,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0114732,-0.0080703,0.0052708,concordant
GTEX-UPK5,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120072,-0.00808249,0.00778903,concordant
GTEX-UTHO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0123236,-0.00894978,0.0065896,concordant
GTEX-V1D1,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119777,-0.00789616,0.00565206,concordant
GTEX-V955,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0124645,-0.00843122,0.00360195,concordant
GTEX-VJWN,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116774,-0.00799981,0.00646551,concordant
GTEX-VJYA,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0498896,-0.00836212,0.00585964,concordant
GTEX-VUSG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121831,-0.00854324,0.00590761,concordant
GTEX-VUSH,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0497331,-0.00879184,0.0052185,concordant
GTEX-W5WG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120994,-0.00813136,0.00650361,concordant
GTEX-W5X1,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0512182,-0.00807554,0.00359923,concordant
GTEX-WCDI,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0495668,-0.00946165,0.00500695,concordant
GTEX-WEY5,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116083,-0.00795606,0.00685897,concordant
GTEX-WFG7,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0106697,-0.00625501,0.00763081,concordant
GTEX-WFG8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120408,-0.00755436,0.00714001,concordant
GTEX-WFJO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119295,-0.00799986,0.00361902,concordant
GTEX-WFON,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011944,-0.00835881,0.00671548,concordant
GTEX-WH7G,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122464,-0.00787737,0.00465134,concordant
GTEX-WHPG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,AMR,1.0,-0.00781796,0.00704739,-0.000672043,discordant
GTEX-WHSB,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0114759,-0.00760991,0.00374036,concordant
GTEX-WHSE,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.8027759157637621,-0.0109581,-0.00756542,0.00789774,concordant
GTEX-WHWD,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119806,-0.00788318,0.00629946,concordant
GTEX-WI4N,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118503,-0.0076355,0.00668338,concordant
GTEX-WK11,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117722,-0.00777104,0.00507701,concordant
GTEX-WL46,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115536,-0.00707532,0.0057379,concordant
GTEX-WOFL,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0124085,-0.00865221,0.00484443,concordant
GTEX-WOFM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119979,-0.00791741,0.00522623,concordant
GTEX-WQUQ,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121534,-0.00725054,0.00487085,concordant
GTEX-WRHK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0113536,-0.00799982,0.00573214,concordant
GTEX-WRHU,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118611,-0.00766566,0.00621915,concordant
GTEX-WVJS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.6055812198511517,-0.0100567,-0.00640484,0.00675511,discordant
GTEX-WVLH,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122236,-0.00669316,0.00565479,concordant
GTEX-WWTW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122637,-0.00910429,0.00366272,concordant
GTEX-WWYW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120609,-0.00781629,0.00367399,concordant
GTEX-WXYG,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0480195,-0.00923257,0.00513543,concordant
GTEX-WY7C,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117936,-0.00835102,0.00644414,concordant
GTEX-WYBS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119475,-0.00711043,0.00455073,concordant
GTEX-WYJK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121288,-0.00759519,0.00473764,concordant
GTEX-WYVS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119465,-0.00722926,0.00680093,concordant
GTEX-WZTO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0107183,-0.00603748,0.00717323,concordant
GTEX-X15G,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0123,-0.00758448,0.00722709,concordant
GTEX-X261,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117678,-0.007411,0.00684776,concordant
GTEX-X3Y1,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.044308,-0.00764575,0.0059992,concordant
GTEX-X4EO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120963,-0.0076765,0.00431207,concordant
GTEX-X4EP,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011577,-0.00730636,0.00673395,concordant
GTEX-X4LF,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117252,-0.00758013,0.00487015,concordant
GTEX-X4XX,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0098244,-0.00486776,0.0100224,concordant
GTEX-X4XY,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119066,-0.00807634,0.00521437,concordant
GTEX-X585,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.054199,-0.00983846,0.0044685,concordant
GTEX-X5EB,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116971,-0.00916584,0.00621785,concordant
GTEX-X62O,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121006,-0.00709996,0.00361819,concordant
GTEX-X638,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0476346,-0.00850043,0.0049717,concordant
GTEX-X88G,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0495507,-0.00939868,0.00413632,concordant
GTEX-X8HC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.012031,-0.00770628,0.00465716,concordant
GTEX-XAJ8,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119999,-0.00699009,0.00557014,concordant
GTEX-XBEC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119215,-0.00756259,0.00692448,concordant
GTEX-XBED,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119823,-0.00776133,0.00548378,concordant
GTEX-XBEW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00923339,-0.0054761,0.0100277,concordant
GTEX-XGQ4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119334,-0.00734898,0.00555315,concordant
GTEX-XK95,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121151,-0.00842141,0.00622378,concordant
GTEX-XLM4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120814,-0.00826146,0.00467046,concordant
GTEX-XMD1,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115713,-0.00777638,0.00470478,concordant
GTEX-XMD2,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0116811,-0.00635454,0.00676667,concordant
GTEX-XMD3,GTEx,GTEx,hispanic or latino,HANCESTRO:0028,,,SAS,AMR,1.0,0.000403687,0.0009065,-0.00113223,concordant
GTEX-XMK1,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0113916,-0.00808079,0.00434554,concordant
GTEX-XOT4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00864725,-0.00574627,0.0087604,concordant
GTEX-XPT6,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0109505,-0.00870593,0.0053433,concordant
GTEX-XPVG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120341,-0.00760413,0.00703358,concordant
GTEX-XQ3S,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.011995,-0.00730338,0.00554354,concordant
GTEX-XQ8I,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118155,-0.00704091,0.00623324,concordant
GTEX-XUW1,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121258,-0.00775793,0.00597135,concordant
GTEX-XUYS,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0475373,-0.00904402,0.00429706,concordant
GTEX-XUZC,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121676,-0.00836751,0.00390948,concordant
GTEX-XV7Q,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.012392,-0.00840717,0.00397782,concordant
GTEX-XXEK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119503,-0.00783628,0.00590575,concordant
GTEX-XYKS,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0507472,-0.00784023,0.00494903,concordant
GTEX-Y111,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119784,-0.00824542,0.00598628,concordant
GTEX-Y114,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0545551,-0.00882872,0.00435755,concordant
GTEX-Y3I4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118997,-0.00884401,0.00548423,concordant
GTEX-Y3IK,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0412887,-0.00903945,0.00427049,concordant
GTEX-Y5LM,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120716,-0.00702815,0.00652656,concordant
GTEX-Y5V5,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121214,-0.00797766,0.00621057,concordant
GTEX-Y5V6,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119909,-0.00864978,0.00431506,concordant
GTEX-Y8DK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119901,-0.00878064,0.00461189,concordant
GTEX-Y8E4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00898841,-0.00611731,0.00911849,concordant
GTEX-Y8E5,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.045727,-0.00927883,0.00387523,concordant
GTEX-Y8LW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117643,-0.00769513,0.0036657,concordant
GTEX-Y9LG,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0122627,-0.00804009,0.00312401,concordant
GTEX-YB5E,GTEx,GTEx,white,HANCESTRO:0005,,,EAS,AFR,1.0,0.00933724,-0.00790095,0.00385169,discordant
GTEX-YB5K,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119094,-0.00818008,0.00386068,concordant
GTEX-YBZK,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0376883,-0.00938691,0.00625723,concordant
GTEX-YEC3,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118729,-0.00788356,0.00669683,concordant
GTEX-YEC4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118935,-0.00763899,0.0041224,concordant
GTEX-YECK,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121542,-0.00756268,0.00420891,concordant
GTEX-YF7O,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115658,-0.0078717,0.00487117,concordant
GTEX-YFC4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117669,-0.00809773,0.00691248,concordant
GTEX-YFCO,GTEx,GTEx,hispanic or latino,HANCESTRO:0028,,,SAS,AMR,1.0,0.00101177,0.00286297,0.00111636,concordant
GTEX-YJ89,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00862971,-0.00522035,0.0108852,concordant
GTEX-YJ8A,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120807,-0.00745169,0.00561809,concordant
GTEX-YJ8O,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119668,-0.00750145,0.00528184,concordant
GTEX-Z93S,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118324,-0.00792858,0.00535889,concordant
GTEX-Z93T,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0529094,-0.00932209,0.00385017,concordant
GTEX-Z9EW,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119279,-0.00773827,0.00713597,concordant
GTEX-ZA64,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0119297,-0.00783532,0.00657439,concordant
GTEX-ZAB4,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0115223,-0.00732278,0.00477095,concordant
GTEX-ZAB5,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0123104,-0.00796412,0.00401764,concordant
GTEX-ZAJG,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0440551,-0.00866318,0.00529259,concordant
GTEX-ZAK1,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120817,-0.00797076,0.00501903,concordant
GTEX-ZAKK,GTEx,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,0.0353435,-0.00702315,0.00434276,concordant
GTEX-ZC5H,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0120775,-0.00672653,0.00517566,concordant
GTEX-ZDTS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118323,-0.0081973,0.00524291,concordant
GTEX-ZDTT,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0121196,-0.00825891,0.00532901,concordant
GTEX-ZDXO,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0117997,-0.00781938,0.00621093,concordant
GTEX-ZDYS,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0118709,-0.00717386,0.00439183,concordant
GTEX-ZE7O,GTEx,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0114391,-0.00837873,0.00311656,concordant
