sample_id,data_source,sample_type,ethnicity_reported,consensus_ancestry,ancestry_confidence,ethnicity_ancestry_concordance,PC1,PC2,PC3
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPIC,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121702,-0.00802399,0.00583133
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZPU1,GTEx,tissue,hispanic or latino,AFR,1.0,uncertain,0.0416165,-0.00690531,0.00396232
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQG8,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120835,-0.00762857,0.00693567
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZQUD,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0446856,-0.00895865,0.00523934
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9W,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118879,-0.00806924,0.00570755
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZT9X,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122317,-0.00701307,0.00591168
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTPG,GTEx,tissue,white,EUR,1.0,uncertain,-0.0111025,-0.00719584,0.00657083
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTSS,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119881,-0.00810491,0.0080648
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTTD,GTEx,tissue,white,EUR,1.0,uncertain,-0.0116757,-0.00739462,0.0071887
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZTX8,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0346925,-0.00838808,0.00388476
GTEX-ZU9S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119218,-0.00806343,0.00498421
GTEX-ZU9S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119218,-0.00806343,0.00498421
GTEX-ZU9S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119218,-0.00806343,0.00498421
GTEX-ZU9S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119218,-0.00806343,0.00498421
GTEX-ZU9S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119218,-0.00806343,0.00498421
GTEX-ZU9S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119218,-0.00806343,0.00498421
GTEX-ZU9S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119218,-0.00806343,0.00498421
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
GTEX-ZUA1,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121138,-0.00761872,0.00732536
