donor_id,dataset,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,ethnicity_ancestry_concordance,PC1,PC2
GTEX-OIZH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00966074,-0.00476804
GTEX-OIZI,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121071,-0.00708475
GTEX-OOBJ,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0513663,-0.00942837
GTEX-OOBK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122331,-0.00852967
GTEX-OXRK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121889,-0.00799045
GTEX-OXRL,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122454,-0.00781478
GTEX-OXRN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117816,-0.00752052
GTEX-OXRO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0105308,-0.0064206
GTEX-OXRP,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00937139,-0.0056764
GTEX-P44H,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120634,-0.00823948
GTEX-P4PP,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116223,-0.00721528
GTEX-P4PQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.01117,-0.00807355
GTEX-P4QS,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.042271,-0.00778144
GTEX-P4QT,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00952919,-0.00398385
GTEX-P78B,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119626,-0.00655307
GTEX-PLZ4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0103596,-0.00638706
GTEX-PLZ5,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121226,-0.00838124
GTEX-PLZ6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119809,-0.00815556
GTEX-POMQ,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0320787,-0.00835621
GTEX-POYW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121112,-0.00885137
GTEX-PSDG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012342,-0.00764725
GTEX-PVOW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011314,-0.00728373
GTEX-PW2O,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00971389,-0.00808531
GTEX-PWCY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118813,-0.00798211
GTEX-PWN1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118674,-0.00730118
GTEX-PWO3,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118386,-0.00748755
GTEX-PX3G,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116382,-0.00760584
GTEX-Q2AG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123171,-0.00816093
GTEX-Q2AH,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0354952,-0.00899192
GTEX-Q2AI,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115033,-0.00787457
GTEX-Q734,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0124029,-0.00811431
GTEX-QCQG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00998966,-0.00654578
GTEX-QDT8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0113837,-0.00711444
GTEX-QDVJ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123434,-0.00786658
GTEX-QDVN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120716,-0.00799435
GTEX-QEG4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122766,-0.00727463
GTEX-QEG5,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120379,-0.00740777
GTEX-QEL4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0105634,-0.00632905
GTEX-QESD,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119627,-0.00753373
GTEX-QLQ7,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,concordant,-0.00100944,0.0710546
GTEX-QLQW,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0189216,-0.00825352
GTEX-QMR6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115529,-0.00514
GTEX-QMRM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0124048,-0.00846301
GTEX-QV31,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117399,-0.00751941
GTEX-QV44,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118769,-0.00736727
GTEX-QVJO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0113136,-0.00761903
GTEX-QVUS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122712,-0.00727331
GTEX-QXCU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119999,-0.0071777
GTEX-R3RS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120993,-0.00668186
GTEX-R45C,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121245,-0.00816057
GTEX-R53T,GTEx,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5917625731402276,discordant,-0.00212655,-0.0064497
GTEX-R55C,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118152,-0.00817707
GTEX-R55D,GTEx,hispanic or latino,HANCESTRO:0028,,,SAS,AMR,1.0,concordant,0.00065646,0.00149282
GTEX-R55E,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0112836,-0.00708724
GTEX-R55F,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120628,-0.00860882
GTEX-R55G,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121228,-0.0076105
GTEX-REY6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00965038,-0.00558702
GTEX-RM2N,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120416,-0.00466315
GTEX-RN5K,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122392,-0.00849043
GTEX-RN64,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116842,-0.00566431
GTEX-RNOR,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118675,-0.00570765
GTEX-RTLS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117751,-0.00765549
GTEX-RU1J,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0458246,-0.00975391
GTEX-RU72,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,concordant,-0.00140101,0.070507
GTEX-RUSQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121141,-0.00779308
GTEX-RVPV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115497,-0.00408571
GTEX-RWS6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116459,-0.00796819
GTEX-RWSA,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118018,-0.00779533
GTEX-S32W,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0108976,-0.00793688
GTEX-S33H,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.6025815032316867,discordant,-0.0109287,-0.00577557
GTEX-S341,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0552511,-0.009848
GTEX-S3LF,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.6044944880901102,discordant,-0.0107988,-0.00635685
GTEX-S3XE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122329,-0.00883035
GTEX-S4P3,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120349,-0.00793676
GTEX-S4Q7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00913305,-0.00424628
GTEX-S4UY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00926115,-0.0043593
GTEX-S4Z8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011762,-0.00793577
GTEX-S7PM,GTEx,american indian or alaska native,HANCESTRO:0004,,,Unknown,AMR,0.77149377744667,concordant,-0.00574175,0.0412197
GTEX-S7SE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118473,-0.00760212
GTEX-S7SF,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00946553,-0.00761013
GTEX-S95S,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121094,-0.00772829
GTEX-SE5C,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119611,-0.00715536
GTEX-SIU8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012063,-0.00716877
GTEX-SJXC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120759,-0.00817488
GTEX-SN8G,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115449,-0.00831246
GTEX-SNMC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122044,-0.00824485
GTEX-SNOS,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0308896,-0.00907875
GTEX-SSA3,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0451883,-0.00774653
GTEX-SUCS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121825,-0.0079235
GTEX-T2IS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118282,-0.00733978
GTEX-T2YK,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.045491,-0.00853061
GTEX-T5JC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011873,-0.00794062
GTEX-T5JW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0106938,-0.00780956
GTEX-T6MN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119881,-0.00840573
GTEX-T6MO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118444,-0.00752007
GTEX-T8EM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115826,-0.00768291
GTEX-TKQ1,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0285887,-0.00762689
GTEX-TKQ2,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119108,-0.00819262
GTEX-TML8,GTEx,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.6223930104267642,discordant,0.0307455,-0.00474956
GTEX-TMMY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121825,-0.00805042
GTEX-TMZS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117183,-0.00812157
GTEX-TSE9,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116805,-0.00617323
GTEX-U3ZG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123336,-0.00835207
GTEX-U3ZH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00942014,-0.00770142
GTEX-U3ZM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118977,-0.0067367
GTEX-U3ZN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116037,-0.0079136
GTEX-U412,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.051142,-0.00918071
GTEX-U4B1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122334,-0.00847212
GTEX-U8T8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0112831,-0.00692124
GTEX-U8XE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119906,-0.00766756
GTEX-UJHI,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0456095,-0.00876958
GTEX-UJMC,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0405968,-0.00866117
GTEX-UPJH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114732,-0.0080703
GTEX-UPK5,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120072,-0.00808249
GTEX-UTHO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123236,-0.00894978
GTEX-V1D1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119777,-0.00789616
GTEX-V955,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0124645,-0.00843122
GTEX-VJWN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116774,-0.00799981
GTEX-VJYA,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0498896,-0.00836212
GTEX-VUSG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121831,-0.00854324
GTEX-VUSH,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0497331,-0.00879184
GTEX-W5WG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120994,-0.00813136
GTEX-W5X1,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0512182,-0.00807554
GTEX-WCDI,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0495668,-0.00946165
GTEX-WEY5,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116083,-0.00795606
GTEX-WFG7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0106697,-0.00625501
GTEX-WFG8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120408,-0.00755436
GTEX-WFJO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119295,-0.00799986
GTEX-WFON,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011944,-0.00835881
GTEX-WH7G,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122464,-0.00787737
GTEX-WHPG,GTEx,white,HANCESTRO:0005,,,EUR,AMR,1.0,discordant,-0.00781796,0.00704739
GTEX-WHSB,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114759,-0.00760991
GTEX-WHSE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.8027759157637621,concordant,-0.0109581,-0.00756542
GTEX-WHWD,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119806,-0.00788318
GTEX-WI4N,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118503,-0.0076355
GTEX-WK11,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117722,-0.00777104
GTEX-WL46,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115536,-0.00707532
GTEX-WOFL,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0124085,-0.00865221
GTEX-WOFM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119979,-0.00791741
GTEX-WQUQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121534,-0.00725054
GTEX-WRHK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0113536,-0.00799982
GTEX-WRHU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118611,-0.00766566
GTEX-WVJS,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.6055812198511517,discordant,-0.0100567,-0.00640484
GTEX-WVLH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122236,-0.00669316
GTEX-WWTW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122637,-0.00910429
GTEX-WWYW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120609,-0.00781629
GTEX-WXYG,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0480195,-0.00923257
GTEX-WY7C,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117936,-0.00835102
GTEX-WYBS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119475,-0.00711043
GTEX-WYJK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121288,-0.00759519
GTEX-WYVS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119465,-0.00722926
GTEX-WZTO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0107183,-0.00603748
GTEX-X15G,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123,-0.00758448
GTEX-X261,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117678,-0.007411
GTEX-X3Y1,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.044308,-0.00764575
GTEX-X4EO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120963,-0.0076765
GTEX-X4EP,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011577,-0.00730636
GTEX-X4LF,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117252,-0.00758013
GTEX-X4XX,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0098244,-0.00486776
GTEX-X4XY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119066,-0.00807634
GTEX-X585,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.054199,-0.00983846
GTEX-X5EB,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116971,-0.00916584
GTEX-X62O,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121006,-0.00709996
GTEX-X638,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0476346,-0.00850043
GTEX-X88G,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0495507,-0.00939868
GTEX-X8HC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012031,-0.00770628
GTEX-XAJ8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119999,-0.00699009
GTEX-XBEC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119215,-0.00756259
GTEX-XBED,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119823,-0.00776133
GTEX-XBEW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00923339,-0.0054761
GTEX-XGQ4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119334,-0.00734898
GTEX-XK95,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121151,-0.00842141
GTEX-XLM4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120814,-0.00826146
GTEX-XMD1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115713,-0.00777638
GTEX-XMD2,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116811,-0.00635454
GTEX-XMD3,GTEx,hispanic or latino,HANCESTRO:0028,,,SAS,AMR,1.0,concordant,0.000403687,0.0009065
GTEX-XMK1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0113916,-0.00808079
GTEX-XOT4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00864725,-0.00574627
GTEX-XPT6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0109505,-0.00870593
GTEX-XPVG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120341,-0.00760413
GTEX-XQ3S,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011995,-0.00730338
GTEX-XQ8I,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118155,-0.00704091
GTEX-XUW1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121258,-0.00775793
GTEX-XUYS,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0475373,-0.00904402
GTEX-XUZC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121676,-0.00836751
GTEX-XV7Q,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012392,-0.00840717
GTEX-XXEK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119503,-0.00783628
GTEX-XYKS,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0507472,-0.00784023
GTEX-Y111,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119784,-0.00824542
GTEX-Y114,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0545551,-0.00882872
GTEX-Y3I4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118997,-0.00884401
GTEX-Y3IK,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0412887,-0.00903945
GTEX-Y5LM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120716,-0.00702815
GTEX-Y5V5,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121214,-0.00797766
GTEX-Y5V6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119909,-0.00864978
GTEX-Y8DK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119901,-0.00878064
GTEX-Y8E4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00898841,-0.00611731
GTEX-Y8E5,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.045727,-0.00927883
GTEX-Y8LW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117643,-0.00769513
GTEX-Y9LG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122627,-0.00804009
GTEX-YB5E,GTEx,white,HANCESTRO:0005,,,EAS,AFR,1.0,discordant,0.00933724,-0.00790095
GTEX-YB5K,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119094,-0.00818008
GTEX-YBZK,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0376883,-0.00938691
GTEX-YEC3,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118729,-0.00788356
GTEX-YEC4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118935,-0.00763899
GTEX-YECK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121542,-0.00756268
GTEX-YF7O,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115658,-0.0078717
GTEX-YFC4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117669,-0.00809773
GTEX-YFCO,GTEx,hispanic or latino,HANCESTRO:0028,,,SAS,AMR,1.0,concordant,0.00101177,0.00286297
GTEX-YJ89,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00862971,-0.00522035
GTEX-YJ8A,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120807,-0.00745169
GTEX-YJ8O,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119668,-0.00750145
GTEX-Z93S,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118324,-0.00792858
GTEX-Z93T,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0529094,-0.00932209
GTEX-Z9EW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119279,-0.00773827
GTEX-ZA64,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119297,-0.00783532
GTEX-ZAB4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115223,-0.00732278
GTEX-ZAB5,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123104,-0.00796412
GTEX-ZAJG,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0440551,-0.00866318
GTEX-ZAK1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120817,-0.00797076
GTEX-ZAKK,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0353435,-0.00702315
GTEX-ZC5H,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120775,-0.00672653
GTEX-ZDTS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118323,-0.0081973
GTEX-ZDTT,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121196,-0.00825891
GTEX-ZDXO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117997,-0.00781938
GTEX-ZDYS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118709,-0.00717386
GTEX-ZE7O,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114391,-0.00837873
GTEX-ZE9C,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119498,-0.00814574
GTEX-ZEX8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00948701,-0.00555067
