donor_id,dataset,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,ethnicity_ancestry_concordance,PC1,PC2
123_S_4170,ADNI,multiethnic,multiethnic,,,Unknown,Uncertain,0.5925810481833906,uncertain,-0.00842419,-0.0124972
123_S_4526,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6053900643732951,discordant,-0.00913079,-0.0127527
126_S_0605,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5961187438942136,discordant,-0.00879683,-0.0129273
126_S_0680,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8057023899386464,discordant,-0.0090563,-0.0122982
126_S_0709,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5894563921735344,discordant,-0.00907536,-0.012914
126_S_1187,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5948156441478316,discordant,-0.00864144,-0.012852
126_S_2405,ADNI,asian,HANCESTRO:0014,,,Unknown,SAS,1.0,concordant,-0.00379088,0.0119139
126_S_4458,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5913138764316643,discordant,-0.00862693,-0.0128994
126_S_4494,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5901857817606354,discordant,-0.00893579,-0.012955
126_S_4507,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6072505120262806,discordant,-0.00923064,-0.0125591
126_S_4514,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5888590476649156,discordant,-0.00884449,-0.0121341
126_S_4686,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5901755968034328,discordant,-0.00879821,-0.0125004
127_S_0112,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5874374399433929,discordant,-0.00891832,-0.0130621
127_S_0259,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6089894861012944,discordant,-0.00900355,-0.0132224
127_S_0260,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6055975639934003,discordant,-0.00873284,-0.0133518
127_S_0622,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5868647273298785,discordant,-0.00903701,-0.0121403
127_S_0684,ADNI,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,concordant,0.00284493,0.0752735
127_S_0925,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6108563046956015,discordant,-0.00919562,-0.0118371
127_S_1032,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,0.7995056314583734,concordant,-0.00871131,-0.0105086
127_S_1427,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.590798013088991,discordant,-0.00873024,-0.012892
127_S_2213,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0068681,-0.00927784
127_S_2234,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8044174560027625,discordant,-0.00839826,-0.0107715
127_S_4148,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.588133132624831,discordant,-0.00873719,-0.0123334
127_S_4197,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6068601981657127,discordant,-0.00926572,-0.0128452
127_S_4198,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6084699192196571,discordant,-0.0086897,-0.0125486
127_S_4210,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5914055573837649,discordant,-0.00875263,-0.0123534
127_S_4240,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.587791935719746,discordant,-0.00827469,-0.0119597
127_S_4301,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8037148974610928,discordant,-0.00928033,-0.0126398
127_S_4500,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6031138294027105,discordant,-0.00899724,-0.0117048
127_S_4604,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5885143731757917,discordant,-0.00891085,-0.0131007
127_S_4645,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8049004484140038,discordant,-0.00866881,-0.0126538
128_S_0135,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5970206748457229,discordant,-0.00929532,-0.0123289
128_S_0138,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6086144866335254,discordant,-0.00864188,-0.0130493
128_S_0200,ADNI,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,concordant,0.00260483,0.0751238
128_S_0205,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5915773648587944,discordant,-0.00896299,-0.0124261
128_S_0225,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.592058741286022,discordant,-0.00894333,-0.0123103
128_S_0229,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6093147951778815,discordant,-0.00883572,-0.0114674
128_S_0230,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6088136981526889,discordant,-0.0084459,-0.0119429
128_S_0272,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6075988259058621,discordant,-0.00868933,-0.0117511
128_S_0522,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5974412822824314,discordant,-0.00918558,-0.0128572
128_S_0545,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6061712937962801,discordant,-0.00880762,-0.0129255
128_S_0770,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00562289,-0.00794487
128_S_0863,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.7978641112112337,discordant,-0.00780829,-0.0108808
128_S_1043,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,1.0,discordant,-0.00460879,0.00800264
128_S_1406,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8074978540650017,discordant,-0.0085748,-0.0124979
128_S_1407,ADNI,black or african american,HANCESTRO:0010,,,Unknown,AFR,0.8067052011500387,concordant,0.0222333,0.0024798
128_S_1408,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5887235797718581,discordant,-0.00835847,-0.0124418
128_S_2002,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6031017343573579,discordant,-0.00886313,-0.0117785
128_S_2003,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6065045144928017,discordant,-0.00879621,-0.0127379
128_S_2036,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8054984404244868,discordant,-0.00889589,-0.0114451
128_S_2045,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5868109530193466,discordant,-0.00906457,-0.0122874
128_S_2123,ADNI,white,HANCESTRO:0005,,,EUR,AMR,1.0,discordant,-0.00537522,-0.00114247
128_S_2130,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5904856029359886,discordant,-0.00866822,-0.0129673
128_S_2151,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.608107175194567,discordant,-0.00888536,-0.0125901
128_S_2220,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6096850172476735,discordant,-0.00893809,-0.0123983
128_S_4553,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.805210068315244,discordant,-0.00834376,-0.0121375
128_S_4571,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8056424270650202,discordant,-0.00864986,-0.0122108
128_S_4607,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.6069627058444064,discordant,0.0322481,0.00168507
128_S_4636,ADNI,white,HANCESTRO:0005,,,SAS,AMR,1.0,discordant,-0.00476708,0.00155141
129_S_1246,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5914449967978054,discordant,-0.00896964,-0.0129171
129_S_2332,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5945786916564941,discordant,-0.00891147,-0.0123611
129_S_4220,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.589487824977049,discordant,-0.00856268,-0.0125598
129_S_4287,ADNI,black or african american,HANCESTRO:0010,,,Unknown,AFR,0.780705671010089,concordant,0.0257226,-0.000329064
129_S_4369,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6064447491727708,discordant,-0.00879119,-0.0133744
129_S_4371,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8043170195932107,discordant,-0.00924936,-0.0133596
129_S_4396,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.605479806738347,discordant,-0.00919547,-0.0124313
130_S_0232,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6042020613600912,discordant,-0.00885504,-0.0122598
130_S_0285,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.589410917945327,discordant,-0.0091707,-0.0125246
130_S_0289,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6086418058764292,discordant,-0.0084559,-0.0117397
130_S_2391,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.8009654311169063,discordant,-0.00712971,-0.0100515
130_S_2403,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.605442699308406,discordant,-0.00889215,-0.0128393
130_S_4250,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6028768217400121,discordant,-0.00911564,-0.012701
130_S_4294,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00688759,-0.00975827
130_S_4352,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5882973089074299,discordant,-0.00844671,-0.0125988
130_S_4405,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6090818460140973,discordant,-0.00880216,-0.0122849
130_S_4415,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5853445713570612,discordant,-0.0088489,-0.0122435
130_S_4468,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6083669039988236,discordant,-0.00893579,-0.0127784
130_S_4589,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5938332022961452,discordant,-0.00911339,-0.0126326
130_S_4660,ADNI,asian,HANCESTRO:0014,,,Unknown,SAS,1.0,concordant,-0.000457911,0.0283083
131_S_0123,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00534381,-0.0067706
131_S_0384,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6055990962140182,discordant,-0.00734793,-0.0106365
131_S_0441,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6044453316335976,discordant,-0.00921024,-0.0115495
135_S_4281,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6079400072033245,discordant,-0.0089504,-0.0122693
135_S_4309,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8047956354618486,discordant,-0.00894991,-0.012262
135_S_4356,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5873626860070098,discordant,-0.00879415,-0.0125988
135_S_4406,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8039279081331446,discordant,-0.00905237,-0.0129287
135_S_4446,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5900428522154155,discordant,-0.0086483,-0.013288
135_S_4489,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6085063056776917,discordant,-0.00906522,-0.012289
135_S_4598,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5976044618090972,discordant,-0.00791214,-0.0109406
135_S_4657,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6067082485493351,discordant,-0.00885716,-0.0123168
135_S_4676,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5914483270076382,discordant,-0.00894295,-0.0137394
136_S_0107,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5878758667729366,discordant,-0.00881932,-0.0132698
136_S_0186,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8047076170439398,discordant,-0.00887411,-0.0122132
136_S_4189,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5891688361136912,discordant,-0.00920426,-0.0138374
136_S_4269,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5877625385582802,discordant,-0.00905727,-0.012288
136_S_4408,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5908988072624067,discordant,-0.00919923,-0.0128262
136_S_4433,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6095541821892512,discordant,-0.00872845,-0.0126286
137_S_0301,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6055962366824597,discordant,-0.00810287,-0.0117005
137_S_0459,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5904487294669418,discordant,-0.00914168,-0.0126391
137_S_0668,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6076184299647925,discordant,-0.00872601,-0.011823
137_S_0686,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.8016360926383735,discordant,-0.00798898,-0.0105164
137_S_0722,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5929037157013839,discordant,-0.00855263,-0.013077
137_S_0800,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6086852572205625,discordant,-0.0089813,-0.0128176
137_S_0972,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5909548627457448,discordant,-0.00876191,-0.0134468
137_S_0973,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6075995782387574,discordant,-0.00899347,-0.0122484
137_S_1414,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.803790283233679,discordant,-0.00808285,-0.0126866
137_S_4211,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5923003240258401,discordant,-0.00892087,-0.0130149
137_S_4258,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6076013587189717,discordant,-0.00895949,-0.011922
137_S_4299,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8049692441061336,discordant,-0.00860646,-0.0121504
137_S_4331,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5898116067592561,discordant,-0.00875284,-0.0127852
137_S_4351,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5891268571034721,discordant,-0.00861796,-0.0125926
137_S_4466,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,1.0,discordant,-0.00941836,-0.0124174
137_S_4482,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8057513959953412,discordant,-0.00876222,-0.0123549
137_S_4596,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5890964986025135,discordant,-0.00874958,-0.0115068
137_S_4672,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5865656912535689,discordant,-0.00855675,-0.0119669
141_S_0717,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.802276871451972,discordant,-0.00622575,-0.0113575
141_S_1004,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5906127233059562,discordant,-0.00853902,-0.0122318
141_S_1052,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.590933184541783,discordant,-0.00828425,-0.0122214
141_S_1255,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6035597950310652,discordant,-0.00913228,-0.0125301
141_S_1378,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,1.0,discordant,-0.00233442,0.0156537
141_S_2210,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.587607538718641,discordant,-0.00884092,-0.0118354
141_S_4053,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5946209786790065,discordant,-0.00894584,-0.0117138
141_S_4160,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6023905751525402,discordant,-0.00670309,-0.01218
141_S_4232,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5854659946962669,discordant,-0.00906182,-0.0123649
141_S_4426,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5896276788015599,discordant,-0.00902019,-0.012114
141_S_4456,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5921657887812802,discordant,-0.00910447,-0.0128423
153_S_2109,ADNI,white,HANCESTRO:0005,,,SAS,AMR,1.0,discordant,-0.00471709,-0.00405363
153_S_2148,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.591837702773105,discordant,-0.00859851,-0.0122992
153_S_4297,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6082223771046642,discordant,-0.00885289,-0.0122826
153_S_4372,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0052663,-0.00703584
153_S_4621,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5994597739021742,discordant,-0.00807848,-0.0117885
941_S_1202,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5899740779014322,discordant,-0.00864636,-0.0133278
941_S_2060,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5921688467826193,discordant,-0.00881203,-0.0121957
941_S_4036,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5902163699811991,discordant,-0.0091602,-0.0130591
941_S_4187,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00686626,-0.00946196
941_S_4255,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00577981,-0.00812426
941_S_4292,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6082244908889523,discordant,-0.00894745,-0.0120478
941_S_4365,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5903723925678722,discordant,-0.00875389,-0.0134761
941_S_4376,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6057471324963276,discordant,-0.00902364,-0.0125511
941_S_4377,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6021886861177692,discordant,-0.00832149,-0.0116691
941_S_4420,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5885811214640869,discordant,-0.00908116,-0.0127173
GTEX-1117F,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0434906,-0.00889078
GTEX-111CU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.009909,-0.00733763
GTEX-111FC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00963993,-0.00869338
GTEX-111VG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118362,-0.00820413
GTEX-111YS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121023,-0.00826175
GTEX-1122O,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122255,-0.0091884
GTEX-1128S,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120087,-0.00885826
GTEX-113IC,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0352804,-0.00737908
GTEX-113JC,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.5960930911611565,discordant,-0.00999105,-0.00530665
GTEX-117XS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118612,-0.00777031
GTEX-117YW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0103183,-0.00646196
GTEX-117YX,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,concordant,-0.0011543,0.0705051
GTEX-1192W,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119485,-0.00629597
GTEX-1192X,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119833,-0.00800115
GTEX-11DXW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011666,-0.00789395
GTEX-11DXX,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116214,-0.00828589
GTEX-11DXY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0101382,-0.00581695
GTEX-11DXZ,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0449993,-0.00812817
GTEX-11DYG,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.046542,-0.00853224
GTEX-11DZ1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120531,-0.00719702
GTEX-11EI6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119697,-0.0076348
GTEX-11EM3,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118781,-0.00800824
GTEX-11EMC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117074,-0.00683122
GTEX-11EQ8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117792,-0.00586523
GTEX-11EQ9,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117121,-0.00759729
GTEX-11GS4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00961586,-0.00561938
GTEX-11GSO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011741,-0.00779956
GTEX-11GSP,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011947,-0.00785224
GTEX-11H98,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120066,-0.00774685
GTEX-11I78,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115454,-0.00740448
GTEX-11LCK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120351,-0.00870009
GTEX-11NSD,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118825,-0.00666796
GTEX-11NUK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119413,-0.00731974
GTEX-11NV4,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0479883,-0.00884802
GTEX-11O72,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0103563,-0.00703489
GTEX-11OC5,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121119,-0.0073883
GTEX-11OF3,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119917,-0.00812614
GTEX-11ONC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120644,-0.00853216
GTEX-11P7K,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0497558,-0.00917526
GTEX-11P81,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119805,-0.00818783
GTEX-11P82,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119241,-0.00781143
GTEX-11PRG,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0559298,-0.00868306
GTEX-11TT1,GTEx,white,HANCESTRO:0005,,,EAS,Uncertain,0.636252444377309,discordant,0.00735106,-0.0083553
GTEX-11TTK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121817,-0.00703473
GTEX-11TUW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117928,-0.00776085
GTEX-11UD1,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0551462,-0.00956267
GTEX-11UD2,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116261,-0.00882134
GTEX-11VI4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119182,-0.00832575
GTEX-11WQC,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0481734,-0.00930223
GTEX-11WQK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116397,-0.00789287
GTEX-11XUK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122387,-0.00869612
GTEX-11ZTS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121833,-0.00809597
GTEX-11ZTT,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119247,-0.00776212
GTEX-11ZU8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120005,-0.00669548
GTEX-11ZUS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0112788,-0.00760924
GTEX-11ZVC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117283,-0.00657124
GTEX-1211K,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122852,-0.00783195
GTEX-12126,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0475754,-0.00987604
GTEX-1212Z,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117182,-0.00761398
GTEX-12584,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0113981,-0.00721584
GTEX-12696,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120499,-0.00793257
GTEX-1269C,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120918,-0.00818052
GTEX-12BJ1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0113574,-0.00788541
GTEX-12C56,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119332,-0.00724091
GTEX-12KS4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00992231,-0.00601583
GTEX-12WSA,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118408,-0.00638931
GTEX-12WSC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.01169,-0.00667267
GTEX-12WSD,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0534327,-0.00950605
GTEX-12WSE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120765,-0.00778014
GTEX-12WSF,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122576,-0.00822486
GTEX-12WSG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115166,-0.00643886
GTEX-12WSH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118717,-0.00776769
GTEX-12WSI,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120169,-0.00748606
GTEX-12WSJ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120064,-0.0078089
GTEX-12WSK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120811,-0.00766444
GTEX-12WSL,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119397,-0.00844188
GTEX-12WSM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011965,-0.00750623
GTEX-12WSN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120218,-0.00821567
GTEX-12ZZW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116805,-0.00705902
GTEX-12ZZX,GTEx,white,HANCESTRO:0005,,,EUR,AMR,0.8022717971471484,discordant,-0.00802888,0.00797659
GTEX-12ZZY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011806,-0.00720981
