IID,sample_type,KNN_prediction,RandomForest_prediction,consensus_prediction,KNN_confidence,RandomForest_confidence
116_S_1249,ADNI,AFR,EUR,AFR,0.8034325367396825,0.3
116_S_1271,ADNI,EUR,EUR,Uncertain,0.5928176700634771,0.24
116_S_4010,ADNI,AFR,EUR,Uncertain,0.6081602711827987,0.27
116_S_4043,ADNI,AFR,EUR,Uncertain,0.6061431821484569,0.35
116_S_4092,ADNI,AFR,AFR,Uncertain,0.611054284346006,0.47
116_S_4167,ADNI,AFR,AFR,Uncertain,0.606583872663823,0.35
116_S_4175,ADNI,EUR,EUR,Uncertain,0.5865939867855793,0.25
116_S_4199,ADNI,AFR,EUR,Uncertain,0.6078969755723262,0.28
116_S_4209,ADNI,AFR,EUR,AFR,0.8025649454918623,0.31
116_S_4338,ADNI,EUR,EUR,EUR,0.8008883141450462,0.25
116_S_4453,ADNI,EUR,EUR,Uncertain,0.59645360642725,0.26
116_S_4483,ADNI,AFR,AFR,Uncertain,0.6093211658706552,0.28
116_S_4625,ADNI,EUR,AFR,Uncertain,0.5891933246028305,0.28
116_S_4635,ADNI,EUR,EUR,EUR,1.0,0.27
123_S_0072,ADNI,EUR,EUR,EUR,1.0,0.27
123_S_0106,ADNI,AFR,AFR,Uncertain,0.6057866955852761,0.3
123_S_0108,ADNI,AFR,AFR,Uncertain,0.6062098395435388,0.32
123_S_0113,ADNI,AFR,AFR,AFR,0.8056818290800476,0.27
123_S_0298,ADNI,AFR,AFR,AFR,0.8045764069200194,0.28
123_S_1300,ADNI,AFR,EUR,Uncertain,0.6057210282773192,0.29
123_S_2055,ADNI,AFR,AFR,AFR,0.8040255331333319,0.4
123_S_2363,ADNI,EUR,EUR,Uncertain,0.5902046923336219,0.31
123_S_4096,ADNI,EUR,AFR,Uncertain,0.5938509785917343,0.42
123_S_4127,ADNI,EUR,EUR,Uncertain,0.5882162648242325,0.29
123_S_4170,ADNI,EUR,EUR,Uncertain,0.5925810481833906,0.26
123_S_4526,ADNI,AFR,AFR,Uncertain,0.6053900643732951,0.29
126_S_0605,ADNI,EUR,EUR,Uncertain,0.5961187438942136,0.28
126_S_0680,ADNI,AFR,EUR,AFR,0.8057023899386464,0.3
126_S_0709,ADNI,EUR,AFR,Uncertain,0.5894563921735344,0.27
126_S_1187,ADNI,EUR,AFR,Uncertain,0.5948156441478316,0.29
126_S_2405,ADNI,SAS,SAS,SAS,1.0,0.72
126_S_4458,ADNI,EUR,AFR,Uncertain,0.5913138764316643,0.29
126_S_4494,ADNI,EUR,AFR,Uncertain,0.5901857817606354,0.27
126_S_4507,ADNI,AFR,EUR,Uncertain,0.6072505120262806,0.31
126_S_4514,ADNI,EUR,AFR,Uncertain,0.5888590476649156,0.26
126_S_4686,ADNI,EUR,AFR,Uncertain,0.5901755968034328,0.3
127_S_0112,ADNI,EUR,AFR,Uncertain,0.5874374399433929,0.34
127_S_0259,ADNI,AFR,AFR,Uncertain,0.6089894861012944,0.31
127_S_0260,ADNI,AFR,EUR,Uncertain,0.6055975639934003,0.3
127_S_0622,ADNI,EUR,AFR,Uncertain,0.5868647273298785,0.29
127_S_0684,ADNI,EAS,EAS,EAS,1.0,0.89
127_S_0925,ADNI,AFR,AFR,Uncertain,0.6108563046956015,0.26
127_S_1032,ADNI,EUR,EUR,EUR,0.7995056314583734,0.29
127_S_1427,ADNI,EUR,EUR,Uncertain,0.590798013088991,0.27
127_S_2213,ADNI,EUR,EUR,EUR,1.0,0.28
127_S_2234,ADNI,AFR,AMR,AFR,0.8044174560027625,0.31
127_S_4148,ADNI,EUR,AFR,Uncertain,0.588133132624831,0.3
127_S_4197,ADNI,AFR,AFR,Uncertain,0.6068601981657127,0.31
127_S_4198,ADNI,AFR,AFR,Uncertain,0.6084699192196571,0.25
127_S_4210,ADNI,EUR,EUR,Uncertain,0.5914055573837649,0.28
127_S_4240,ADNI,EUR,EUR,Uncertain,0.587791935719746,0.26
127_S_4301,ADNI,AFR,AFR,AFR,0.8037148974610928,0.34
127_S_4500,ADNI,AFR,AFR,Uncertain,0.6031138294027105,0.33
127_S_4604,ADNI,EUR,EUR,Uncertain,0.5885143731757917,0.3
127_S_4645,ADNI,AFR,AFR,AFR,0.8049004484140038,0.28
128_S_0135,ADNI,EUR,AFR,Uncertain,0.5970206748457229,0.27
128_S_0138,ADNI,AFR,AFR,Uncertain,0.6086144866335254,0.28
128_S_0200,ADNI,EAS,EAS,EAS,1.0,0.91
128_S_0205,ADNI,EUR,AFR,Uncertain,0.5915773648587944,0.24
128_S_0225,ADNI,EUR,AFR,Uncertain,0.592058741286022,0.29
128_S_0229,ADNI,AFR,AFR,Uncertain,0.6093147951778815,0.29
128_S_0230,ADNI,AFR,EUR,Uncertain,0.6088136981526889,0.29
128_S_0272,ADNI,AFR,AFR,Uncertain,0.6075988259058621,0.3
128_S_0522,ADNI,EUR,AFR,Uncertain,0.5974412822824314,0.26
128_S_0545,ADNI,AFR,EUR,Uncertain,0.6061712937962801,0.31
128_S_0770,ADNI,EUR,EUR,EUR,1.0,0.27
128_S_0863,ADNI,AMR,AFR,AMR,0.7978641112112337,0.28
128_S_1043,ADNI,AMR,AMR,AMR,1.0,0.76
128_S_1406,ADNI,AFR,EUR,AFR,0.8074978540650017,0.31
128_S_1407,ADNI,AFR,AMR,AFR,0.8067052011500387,0.31
128_S_1408,ADNI,EUR,AFR,Uncertain,0.5887235797718581,0.31
128_S_2002,ADNI,AFR,EUR,Uncertain,0.6031017343573579,0.29
128_S_2003,ADNI,AFR,AFR,Uncertain,0.6065045144928017,0.41
128_S_2036,ADNI,AFR,AFR,AFR,0.8054984404244868,0.27
128_S_2045,ADNI,EUR,AFR,Uncertain,0.5868109530193466,0.25
128_S_2123,ADNI,AMR,AMR,AMR,1.0,0.61
128_S_2130,ADNI,EUR,AFR,Uncertain,0.5904856029359886,0.41
128_S_2151,ADNI,AFR,AFR,Uncertain,0.608107175194567,0.32
128_S_2220,ADNI,AFR,AFR,Uncertain,0.6096850172476735,0.28
128_S_4553,ADNI,AFR,EUR,AFR,0.805210068315244,0.32
128_S_4571,ADNI,AFR,AFR,AFR,0.8056424270650202,0.33
128_S_4607,ADNI,AMR,AFR,Uncertain,0.6069627058444064,0.45
128_S_4636,ADNI,AMR,AMR,AMR,1.0,0.65
129_S_1246,ADNI,EUR,EUR,Uncertain,0.5914449967978054,0.31
129_S_2332,ADNI,EUR,AFR,Uncertain,0.5945786916564941,0.25
129_S_4220,ADNI,EUR,AFR,Uncertain,0.589487824977049,0.28
129_S_4287,ADNI,AFR,AFR,AFR,0.780705671010089,0.45
129_S_4369,ADNI,AFR,AFR,Uncertain,0.6064447491727708,0.41
129_S_4371,ADNI,AFR,EUR,AFR,0.8043170195932107,0.32
129_S_4396,ADNI,AFR,AFR,Uncertain,0.605479806738347,0.29
130_S_0232,ADNI,AFR,AFR,Uncertain,0.6042020613600912,0.3
130_S_0285,ADNI,EUR,AFR,Uncertain,0.589410917945327,0.28
130_S_0289,ADNI,AFR,EUR,Uncertain,0.6086418058764292,0.29
130_S_2391,ADNI,AMR,AMR,AMR,0.8009654311169063,0.3
130_S_2403,ADNI,AFR,AFR,Uncertain,0.605442699308406,0.31
130_S_4250,ADNI,AFR,EUR,Uncertain,0.6028768217400121,0.25
130_S_4294,ADNI,EUR,EUR,EUR,1.0,0.29
130_S_4352,ADNI,EUR,AMR,Uncertain,0.5882973089074299,0.25
130_S_4405,ADNI,AFR,EUR,Uncertain,0.6090818460140973,0.3
130_S_4415,ADNI,EUR,AFR,Uncertain,0.5853445713570612,0.29
130_S_4468,ADNI,AFR,AFR,Uncertain,0.6083669039988236,0.3
130_S_4589,ADNI,EUR,AFR,Uncertain,0.5938332022961452,0.4
130_S_4660,ADNI,SAS,SAS,SAS,1.0,0.95
131_S_0123,ADNI,EUR,EUR,EUR,1.0,0.28
131_S_0384,ADNI,AMR,EUR,Uncertain,0.6055990962140182,0.28
131_S_0441,ADNI,AFR,AFR,Uncertain,0.6044453316335976,0.3
135_S_4281,ADNI,AFR,EUR,Uncertain,0.6079400072033245,0.3
135_S_4309,ADNI,AFR,AFR,AFR,0.8047956354618486,0.29
135_S_4356,ADNI,EUR,AFR,Uncertain,0.5873626860070098,0.38
135_S_4406,ADNI,AFR,AFR,AFR,0.8039279081331446,0.3
135_S_4446,ADNI,EUR,AFR,Uncertain,0.5900428522154155,0.25
135_S_4489,ADNI,AFR,AFR,Uncertain,0.6085063056776917,0.3
135_S_4598,ADNI,AMR,AFR,Uncertain,0.5976044618090972,0.32
135_S_4657,ADNI,AFR,AFR,Uncertain,0.6067082485493351,0.29
135_S_4676,ADNI,EUR,AFR,Uncertain,0.5914483270076382,0.31
136_S_0107,ADNI,EUR,AFR,Uncertain,0.5878758667729366,0.28
136_S_0186,ADNI,AFR,AFR,AFR,0.8047076170439398,0.3
136_S_4189,ADNI,EUR,AFR,Uncertain,0.5891688361136912,0.29
136_S_4269,ADNI,EUR,AFR,Uncertain,0.5877625385582802,0.27
136_S_4408,ADNI,EUR,AFR,Uncertain,0.5908988072624067,0.41
136_S_4433,ADNI,AFR,AFR,Uncertain,0.6095541821892512,0.29
137_S_0301,ADNI,AFR,AFR,Uncertain,0.6055962366824597,0.3
137_S_0459,ADNI,EUR,AFR,Uncertain,0.5904487294669418,0.31
137_S_0668,ADNI,AFR,AMR,Uncertain,0.6076184299647925,0.3
137_S_0686,ADNI,AMR,EUR,AMR,0.8016360926383735,0.3
137_S_0722,ADNI,EUR,AFR,Uncertain,0.5929037157013839,0.25
137_S_0800,ADNI,AFR,AFR,Uncertain,0.6086852572205625,0.32
137_S_0972,ADNI,EUR,EUR,Uncertain,0.5909548627457448,0.31
137_S_0973,ADNI,AFR,EUR,Uncertain,0.6075995782387574,0.29
137_S_1414,ADNI,AFR,EUR,AFR,0.803790283233679,0.29
137_S_4211,ADNI,EUR,AFR,Uncertain,0.5923003240258401,0.46
137_S_4258,ADNI,AFR,EUR,Uncertain,0.6076013587189717,0.3
137_S_4299,ADNI,AFR,AFR,AFR,0.8049692441061336,0.28
137_S_4331,ADNI,EUR,EUR,Uncertain,0.5898116067592561,0.3
137_S_4351,ADNI,EUR,EUR,Uncertain,0.5891268571034721,0.3
137_S_4466,ADNI,AFR,EUR,AFR,1.0,0.3
137_S_4482,ADNI,AFR,AMR,AFR,0.8057513959953412,0.27
137_S_4596,ADNI,EUR,AFR,Uncertain,0.5890964986025135,0.22
137_S_4672,ADNI,EUR,EUR,Uncertain,0.5865656912535689,0.29
141_S_0717,ADNI,AMR,EUR,AMR,0.802276871451972,0.28
141_S_1004,ADNI,EUR,AFR,Uncertain,0.5906127233059562,0.33
141_S_1052,ADNI,EUR,EUR,Uncertain,0.590933184541783,0.24
141_S_1255,ADNI,AFR,AMR,Uncertain,0.6035597950310652,0.3
141_S_1378,ADNI,AMR,AMR,AMR,1.0,0.84
141_S_2210,ADNI,EUR,EUR,Uncertain,0.587607538718641,0.31
141_S_4053,ADNI,EUR,AFR,Uncertain,0.5946209786790065,0.32
141_S_4160,ADNI,EUR,AMR,Uncertain,0.6023905751525402,0.24
141_S_4232,ADNI,EUR,EUR,Uncertain,0.5854659946962669,0.28
141_S_4426,ADNI,EUR,AMR,Uncertain,0.5896276788015599,0.27
141_S_4456,ADNI,EUR,AFR,Uncertain,0.5921657887812802,0.3
153_S_2109,ADNI,AMR,AMR,AMR,1.0,0.38
153_S_2148,ADNI,EUR,EUR,Uncertain,0.591837702773105,0.27
153_S_4297,ADNI,AFR,AMR,Uncertain,0.6082223771046642,0.26
153_S_4372,ADNI,EUR,EUR,EUR,1.0,0.32
153_S_4621,ADNI,AMR,AMR,Uncertain,0.5994597739021742,0.27
941_S_1202,ADNI,EUR,AFR,Uncertain,0.5899740779014322,0.3
941_S_2060,ADNI,EUR,AFR,Uncertain,0.5921688467826193,0.3
941_S_4036,ADNI,EUR,AFR,Uncertain,0.5902163699811991,0.38
941_S_4187,ADNI,EUR,AFR,EUR,1.0,0.27
941_S_4255,ADNI,EUR,AFR,EUR,1.0,0.26
941_S_4292,ADNI,AFR,AFR,Uncertain,0.6082244908889523,0.27
941_S_4365,ADNI,EUR,AMR,Uncertain,0.5903723925678722,0.28
941_S_4376,ADNI,AFR,AFR,Uncertain,0.6057471324963276,0.3
941_S_4377,ADNI,AFR,AMR,Uncertain,0.6021886861177692,0.31
941_S_4420,ADNI,EUR,EUR,Uncertain,0.5885811214640869,0.33
GTEX-1117F,GTEx,AFR,AFR,AFR,1.0,0.78
GTEX-111CU,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-111FC,GTEx,EUR,AFR,EUR,1.0,0.33
GTEX-111VG,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-111YS,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-1122O,GTEx,EUR,AFR,EUR,1.0,0.35
GTEX-1128S,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-113IC,GTEx,AFR,AFR,AFR,1.0,0.76
GTEX-113JC,GTEx,EUR,AMR,Uncertain,0.5960930911611565,0.36
GTEX-117XS,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-117YW,GTEx,EUR,EUR,EUR,1.0,0.3
GTEX-117YX,GTEx,EAS,EAS,EAS,1.0,0.98
GTEX-1192W,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-1192X,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-11DXW,GTEx,EUR,EUR,EUR,1.0,0.42
GTEX-11DXX,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-11DXY,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-11DXZ,GTEx,AFR,AFR,AFR,1.0,0.82
GTEX-11DYG,GTEx,AFR,AFR,AFR,1.0,0.83
GTEX-11DZ1,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-11EI6,GTEx,EUR,EUR,EUR,1.0,0.42
GTEX-11EM3,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-11EMC,GTEx,EUR,AFR,EUR,1.0,0.34
GTEX-11EQ8,GTEx,EUR,EUR,EUR,1.0,0.29
GTEX-11EQ9,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-11GS4,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-11GSO,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-11GSP,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-11H98,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-11I78,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-11LCK,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-11NSD,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-11NUK,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-11NV4,GTEx,AFR,AFR,AFR,1.0,0.78
GTEX-11O72,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-11OC5,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-11OF3,GTEx,EUR,AFR,EUR,1.0,0.44
GTEX-11ONC,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-11P7K,GTEx,AFR,AFR,AFR,1.0,0.81
GTEX-11P81,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-11P82,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-11PRG,GTEx,AFR,AFR,AFR,1.0,0.78
GTEX-11TT1,GTEx,AFR,AFR,Uncertain,0.636252444377309,0.27
GTEX-11TTK,GTEx,EUR,AFR,EUR,1.0,0.33
GTEX-11TUW,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-11UD1,GTEx,AFR,AFR,AFR,1.0,0.79
GTEX-11UD2,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-11VI4,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-11WQC,GTEx,AFR,AFR,AFR,1.0,0.78
GTEX-11WQK,GTEx,EUR,EUR,EUR,1.0,0.31
GTEX-11XUK,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-11ZTS,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-11ZTT,GTEx,EUR,AFR,EUR,1.0,0.36
GTEX-11ZU8,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-11ZUS,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-11ZVC,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-1211K,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-12126,GTEx,AFR,AFR,AFR,1.0,0.98
GTEX-1212Z,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-12584,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-12696,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-1269C,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-12BJ1,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-12C56,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-12KS4,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-12WSA,GTEx,EUR,EUR,EUR,1.0,0.42
GTEX-12WSC,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-12WSD,GTEx,AFR,AFR,AFR,1.0,0.8
GTEX-12WSE,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-12WSF,GTEx,EUR,AFR,EUR,1.0,0.37
GTEX-12WSG,GTEx,EUR,AFR,EUR,1.0,0.33
GTEX-12WSH,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-12WSI,GTEx,EUR,EUR,EUR,1.0,0.46
GTEX-12WSJ,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-12WSK,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-12WSL,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-12WSM,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-12WSN,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-12ZZW,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-12ZZX,GTEx,AMR,AMR,AMR,0.8022717971471484,0.62
GTEX-12ZZY,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-12ZZZ,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-13111,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-13112,GTEx,EUR,EUR,EUR,1.0,0.31
GTEX-13113,GTEx,AFR,AFR,AFR,1.0,0.79
GTEX-1313W,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1314G,GTEx,EUR,AFR,EUR,1.0,0.33
GTEX-131XE,GTEx,AFR,AFR,AFR,1.0,0.8
GTEX-131XF,GTEx,AMR,AMR,AMR,1.0,0.48
GTEX-131XG,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-131XH,GTEx,AFR,AFR,AFR,1.0,0.81
GTEX-131XW,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-131YS,GTEx,EUR,AFR,EUR,1.0,0.45
GTEX-132AR,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-132NY,GTEx,EUR,AFR,EUR,1.0,0.35
GTEX-132Q8,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-132QS,GTEx,SAS,SAS,SAS,1.0,1.0
GTEX-1339X,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-133LE,GTEx,EUR,EUR,EUR,1.0,0.3
GTEX-1399Q,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-1399R,GTEx,EUR,AFR,EUR,1.0,0.35
GTEX-1399S,GTEx,EUR,EUR,EUR,1.0,0.28
GTEX-1399T,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-1399U,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-139D8,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-139T4,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-139T6,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-139T8,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-139TS,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-139TT,GTEx,EUR,AFR,EUR,1.0,0.43
GTEX-139TU,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-139UW,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-139YR,GTEx,EUR,AFR,EUR,1.0,0.29
GTEX-13CF2,GTEx,EUR,AFR,EUR,1.0,0.29
GTEX-13CF3,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-13CIG,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-13CZU,GTEx,EUR,AFR,EUR,1.0,0.44
GTEX-13CZV,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-13D11,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-13FH7,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-13FHO,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-13FHP,GTEx,AFR,AFR,AFR,1.0,0.84
GTEX-13FLV,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-13FLW,GTEx,AFR,AFR,AFR,1.0,0.79
GTEX-13FTW,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-13FTX,GTEx,EUR,AFR,EUR,1.0,0.35
GTEX-13FTY,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-13FTZ,GTEx,EUR,AFR,EUR,1.0,0.3
GTEX-13FXS,GTEx,AFR,AFR,AFR,1.0,0.81
GTEX-13G51,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-13IVO,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-13JUV,GTEx,AFR,AFR,AFR,1.0,0.79
GTEX-13JVG,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-13N11,GTEx,AFR,AFR,AFR,1.0,0.73
GTEX-13N1W,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-13N2G,GTEx,EUR,AFR,EUR,1.0,0.4
GTEX-13NYB,GTEx,AFR,AFR,AFR,1.0,0.81
GTEX-13NYC,GTEx,EUR,EUR,EUR,0.8028061444783725,0.41
GTEX-13NYS,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-13NZ8,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-13NZ9,GTEx,EAS,EAS,EAS,1.0,0.98
GTEX-13NZA,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-13NZB,GTEx,EUR,AFR,EUR,1.0,0.34
GTEX-13O1R,GTEx,EUR,EUR,EUR,1.0,0.38
GTEX-13O21,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-13O3O,GTEx,EUR,AFR,EUR,1.0,0.3
GTEX-13O3P,GTEx,EUR,AFR,EUR,1.0,0.34
GTEX-13O3Q,GTEx,EUR,EUR,EUR,1.0,0.42
GTEX-13O61,GTEx,AMR,AMR,AMR,1.0,0.7
GTEX-13OVG,GTEx,EUR,AMR,EUR,1.0,0.31
GTEX-13OVH,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-13OVI,GTEx,AFR,AFR,AFR,1.0,0.78
GTEX-13OVJ,GTEx,EUR,AFR,EUR,1.0,0.31
GTEX-13OVK,GTEx,EUR,AFR,EUR,1.0,0.31
GTEX-13OVL,GTEx,EUR,AFR,EUR,1.0,0.44
GTEX-13OW5,GTEx,EUR,AFR,EUR,1.0,0.33
GTEX-13OW6,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-13OW7,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-13OW8,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-13PDP,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-13PL6,GTEx,AMR,AMR,AMR,1.0,0.5
GTEX-13PL7,GTEx,EUR,EUR,EUR,1.0,0.42
GTEX-13PLJ,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-13PVQ,GTEx,EUR,SAS,EUR,1.0,0.6
GTEX-13PVR,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-13QBU,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-13QIC,GTEx,EUR,EUR,EUR,0.8017197125474237,0.34
GTEX-13QJ3,GTEx,EUR,EUR,EUR,1.0,0.42
GTEX-13QJC,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-13RTJ,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-13RTK,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-13RTL,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-13S7M,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-13S86,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-13SLW,GTEx,EUR,AFR,EUR,1.0,0.28
GTEX-13SLX,GTEx,AFR,AFR,AFR,1.0,0.8
GTEX-13U4I,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-13VXT,GTEx,AFR,AFR,AFR,1.0,0.79
GTEX-13VXU,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-13W3W,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-13W46,GTEx,EUR,EUR,EUR,1.0,0.44
GTEX-13X6H,GTEx,EUR,AFR,EUR,1.0,0.36
GTEX-13X6I,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-13X6J,GTEx,EUR,EUR,EUR,1.0,0.36
GTEX-13X6K,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-13YAN,GTEx,AFR,AFR,AFR,1.0,0.78
GTEX-1445S,GTEx,EUR,EUR,EUR,1.0,0.42
GTEX-144FL,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-144GL,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-144GM,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-144GN,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-144GO,GTEx,EUR,EUR,EUR,1.0,0.39
GTEX-145LS,GTEx,EUR,EUR,EUR,1.0,0.41
GTEX-145LT,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-145LU,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-145LV,GTEx,EUR,AFR,EUR,1.0,0.35
GTEX-145ME,GTEx,AFR,AFR,AFR,1.0,0.75
GTEX-145MF,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-145MG,GTEx,AFR,AFR,AFR,1.0,0.83
GTEX-145MH,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-145MI,GTEx,EUR,EUR,EUR,1.0,0.35
GTEX-145MN,GTEx,AFR,AFR,AFR,1.0,0.79
GTEX-145MO,GTEx,EUR,AFR,EUR,1.0,0.46
GTEX-146FH,GTEx,EUR,EUR,EUR,0.802267760852988,0.41
GTEX-146FQ,GTEx,EUR,EUR,EUR,1.0,0.32
GTEX-146FR,GTEx,EUR,EUR,EUR,1.0,0.33
GTEX-14753,GTEx,EUR,EUR,EUR,1.0,0.37
GTEX-1477Z,GTEx,EUR,AFR,EUR,1.0,0.36
GTEX-147F3,GTEx,AMR,AMR,AMR,1.0,0.97
GTEX-147F4,GTEx,EUR,EUR,EUR,1.0,0.31
GTEX-147GR,GTEx,EUR,EUR,Uncertain,0.5995897853042985,0.43
GTEX-147JS,GTEx,EUR,EUR,EUR,1.0,0.43
GTEX-148VI,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-148VJ,GTEx,EUR,EUR,EUR,1.0,0.4
GTEX-1497J,GTEx,AFR,AFR,AFR,1.0,0.82
GTEX-14A5H,GTEx,EUR,AFR,EUR,1.0,0.34
GTEX-14A5I,GTEx,EUR,AFR,EUR,1.0,0.32
GTEX-14A6H,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-14ABY,GTEx,EUR,EUR,EUR,1.0,0.34
GTEX-14AS3,GTEx,EAS,EAS,EAS,1.0,0.71
GTEX-14ASI,GTEx,AFR,AFR,AFR,1.0,0.81
