IID,sample_type,final_ancestry,ensemble_confidence,knn_prediction,knn_confidence,rf_prediction,rf_confidence,ensemble_agreement,PC1,PC2,PC3,PC4,PC5
NA19982,MAGE,AFR,0.9648253968253968,AFR,1.0,AFR,0.9296507936507937,True,0.0470059,-0.00541303,0.000952278,0.00291087,0.00730744
NA20278,MAGE,AFR,0.8357751616367266,AFR,0.9559709581940881,AFR,0.715579365079365,True,0.0205051,-0.00785375,0.00158518,0.00498694,0.00724016
NA20287,MAGE,AFR,0.9833850053767548,AFR,0.974071598055097,AFR,0.9926984126984126,True,0.0436581,-0.00563728,-0.000445806,0.00381073,0.0028059
NA20294,MAGE,AFR,0.9954761904761905,AFR,1.0,AFR,0.990952380952381,True,0.0462354,-0.00570822,0.000200755,0.00389019,0.00419992
NA20298,MAGE,AFR,0.9556388888888889,AFR,1.0,AFR,0.9112777777777779,True,0.0510432,-0.00479741,-0.00161691,0.00183939,0.00410164
NA20314,MAGE,AFR,0.5402719355581926,AFR,0.7203625807442569,AMR,0.6540569985569985,False,-0.0086144,0.0290625,-0.0875823,0.0147973,0.0104985
NA20317,MAGE,AFR,0.9455023955906482,AFR,0.9983143149908201,AFR,0.8926904761904763,True,0.0358209,-0.00680549,0.000827857,0.00536268,0.00342467
NA20318,MAGE,AFR,0.9101276123482833,AFR,0.9980885580299002,AFR,0.8221666666666665,True,0.0365483,-0.00471697,-0.00462337,0.00479207,0.00593089
NA20320,MAGE,AFR,0.9389722222222223,AFR,1.0,AFR,0.8779444444444445,True,0.0476596,-0.00437736,-0.00120251,0.00330623,0.00304702
NA20332,MAGE,AFR,0.9786252697413643,AFR,0.9783933966255858,AFR,0.9788571428571429,True,0.04093,-0.00577593,0.000121538,0.00362493,0.00688682
NA20334,MAGE,AFR,0.958805214279298,AFR,0.9828485237966912,AFR,0.9347619047619048,True,0.0309612,-0.00698238,0.00171123,0.00398073,0.00679856
NA20342,MAGE,AFR,0.9038643229047576,AFR,0.9823476934285629,AFR,0.8253809523809523,True,0.0286675,-0.00557001,0.000600285,0.00414211,0.00370507
NA20351,MAGE,AFR,0.937908992758664,AFR,0.9806275093268516,AFR,0.8951904761904764,True,0.0330791,-0.00577067,0.00141446,0.00549973,0.00724416
NA20359,MAGE,AFR,0.9397735223231694,AFR,0.9742356893349832,AFR,0.9053113553113554,True,0.0392496,-0.00608398,-8.42459e-05,0.00194802,0.00943904
NA20412,MAGE,AFR,0.8980631474597368,AFR,0.9586262949194737,AFR,0.8374999999999999,True,0.0396599,-0.00391963,-0.00526694,0.00489114,0.00760275
NA20502,MAGE,EUR,0.9924999999999999,EUR,1.0,EUR,0.985,True,-0.0117173,-0.00837346,0.00686548,0.0151153,-0.0312513
NA20507,MAGE,EUR,0.9966666666666667,EUR,1.0,EUR,0.9933333333333334,True,-0.0115943,-0.00820397,0.0080883,0.0163971,-0.0283389
NA20511,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0115848,-0.00786507,0.00699568,0.0148923,-0.0243666
NA20513,MAGE,EUR,0.9966666666666667,EUR,1.0,EUR,0.9933333333333334,True,-0.0115462,-0.00780801,0.00654994,0.0148741,-0.0301955
NA20522,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0117045,-0.0078777,0.00638477,0.0155053,-0.0298793
NA20525,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0115313,-0.00832231,0.00773186,0.0147112,-0.0295281
NA20532,MAGE,EUR,0.9923809523809524,EUR,1.0,EUR,0.9847619047619048,True,-0.0116481,-0.00789288,0.00695349,0.0147334,-0.0325812
NA20533,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0115631,-0.0089475,0.00605442,0.0139353,-0.030289
NA20536,MAGE,EUR,0.998,EUR,1.0,EUR,0.996,True,-0.0116498,-0.00851061,0.00645226,0.0137134,-0.0320403
NA20543,MAGE,EUR,0.9966666666666667,EUR,1.0,EUR,0.9933333333333334,True,-0.0114726,-0.00875925,0.00672684,0.0144914,-0.0259128
NA20587,MAGE,EUR,0.994,EUR,1.0,EUR,0.988,True,-0.0115948,-0.00863438,0.00755432,0.0132224,-0.0253386
NA20755,MAGE,EUR,0.9955,EUR,1.0,EUR,0.991,True,-0.0116043,-0.00889668,0.00760816,0.016282,-0.0333685
NA20762,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0115206,-0.00867193,0.00691923,0.0155322,-0.0293098
NA20763,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0117635,-0.00872539,0.00712935,0.0144635,-0.0307811
NA20764,MAGE,EUR,0.9916666666666667,EUR,1.0,EUR,0.9833333333333334,True,-0.0115183,-0.00857261,0.0070611,0.0143016,-0.0329711
NA20767,MAGE,EUR,0.9957142857142858,EUR,1.0,EUR,0.9914285714285714,True,-0.0114496,-0.00819249,0.00692042,0.0139895,-0.0267969
NA20771,MAGE,EUR,0.9932142857142857,EUR,1.0,EUR,0.9864285714285714,True,-0.011705,-0.00919592,0.00748718,0.0147361,-0.0272205
NA20775,MAGE,EUR,0.995,EUR,1.0,EUR,0.99,True,-0.0115916,-0.00812472,0.00786979,0.0152712,-0.0318692
NA20778,MAGE,EUR,0.995,EUR,1.0,EUR,0.99,True,-0.011832,-0.00859647,0.00789631,0.0143188,-0.029573
NA20790,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0115254,-0.00915914,0.0079898,0.0138486,-0.0298553
NA20792,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0118216,-0.00820373,0.00647471,0.0141427,-0.0283993
NA20797,MAGE,EUR,0.9983333333333333,EUR,1.0,EUR,0.9966666666666667,True,-0.0112849,-0.0079985,0.00819784,0.0157889,-0.0341183
NA20811,MAGE,EUR,0.9825757575757577,EUR,1.0,EUR,0.9651515151515152,True,-0.0113992,-0.00906695,0.0066548,0.0160189,-0.0304425
NA20815,MAGE,EUR,0.998,EUR,1.0,EUR,0.996,True,-0.0115126,-0.00851672,0.00733801,0.0140765,-0.0325448
NA20821,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0114267,-0.0079091,0.00651572,0.0163322,-0.0270083
NA20822,MAGE,EUR,0.9923809523809524,EUR,1.0,EUR,0.9847619047619048,True,-0.0114932,-0.00789425,0.00734498,0.0150984,-0.0350021
NA20827,MAGE,EUR,0.9823809523809524,EUR,1.0,EUR,0.9647619047619047,True,-0.0116262,-0.00870089,0.00769867,0.0159318,-0.0299022
NA20832,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0114885,-0.00820411,0.00747127,0.0142664,-0.0293418
NA20847,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00644238,0.0184003,0.0225081,0.0787171,0.0122352
NA20850,MAGE,SAS,0.9778571428571428,SAS,1.0,SAS,0.9557142857142855,True,-0.00816713,0.0122463,0.0174331,0.0587994,0.00887956
NA20856,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00668045,0.0175592,0.023756,0.0767247,0.0138724
NA20859,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00663367,0.0182378,0.0226935,0.078439,0.0169409
NA20862,MAGE,SAS,0.9766396103896103,SAS,1.0,SAS,0.9532792207792207,True,-0.00817944,0.0111347,0.0170416,0.0588778,0.0106021
NA20866,MAGE,SAS,0.9945833333333334,SAS,1.0,SAS,0.9891666666666667,True,-0.00706475,0.015468,0.0199957,0.0678726,0.0120378
NA20867,MAGE,SAS,0.9975,SAS,1.0,SAS,0.995,True,-0.00672133,0.0176248,0.0230882,0.0750837,0.0131067
NA20870,MAGE,SAS,0.9730573870573871,SAS,1.0,SAS,0.9461147741147741,True,-0.00820723,0.0101738,0.0161604,0.0560839,0.00241233
NA20872,MAGE,SAS,0.9766129426129426,SAS,1.0,SAS,0.9532258852258854,True,-0.00785067,0.0115929,0.0170553,0.0624575,0.00259035
NA20875,MAGE,SAS,0.9957142857142858,SAS,1.0,SAS,0.9914285714285714,True,-0.00667623,0.0180278,0.0236543,0.0797268,0.0155239
NA20876,MAGE,SAS,0.9645812520812521,SAS,1.0,SAS,0.9291625041625042,True,-0.0065028,0.0178507,0.0214506,0.0771854,0.0147856
NA20878,MAGE,SAS,0.998,SAS,1.0,SAS,0.996,True,-0.00682717,0.0183433,0.0230897,0.0756142,0.0103281
NA20884,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00626549,0.0190108,0.0232325,0.0777619,0.016085
NA20886,MAGE,SAS,0.9994117647058823,SAS,1.0,SAS,0.9988235294117647,True,-0.00754123,0.013243,0.0183944,0.0621748,0.00997063
NA20888,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00662819,0.0185715,0.0219427,0.075924,0.00987726
NA20889,MAGE,SAS,0.9991666666666666,SAS,1.0,SAS,0.9983333333333333,True,-0.00667747,0.0170904,0.0228509,0.0775226,0.0128189
NA20896,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.0066249,0.0190362,0.0234136,0.0769561,0.0144453
NA20902,MAGE,SAS,0.9957142857142858,SAS,1.0,SAS,0.9914285714285714,True,-0.00623691,0.0190783,0.0233806,0.0805466,0.0127149
NA21098,MAGE,SAS,0.9933333333333333,SAS,1.0,SAS,0.9866666666666666,True,-0.00648349,0.0187545,0.021985,0.0751865,0.0141559
NA21110,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00650369,0.0179522,0.0231803,0.0776999,0.0155627
NA21111,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00666532,0.018023,0.0226587,0.0761069,0.0142682
NA21112,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00639631,0.0185325,0.0225399,0.0769578,0.0133221
NA21120,MAGE,SAS,0.9969117647058823,SAS,1.0,SAS,0.9938235294117647,True,-0.00685472,0.0163442,0.0199511,0.0691384,0.00952222
NA21124,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00656811,0.01866,0.0225045,0.0773543,0.0131725
NA21127,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00644304,0.0181813,0.0225249,0.0767558,0.011539
NA21129,MAGE,SAS,0.990576923076923,SAS,1.0,SAS,0.9811538461538462,True,-0.00639959,0.0189416,0.0236223,0.0780488,0.0149526
NA21130,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00690496,0.0175954,0.023036,0.0763747,0.0143528
HG00096,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0128645,-0.00950792,0.00415684,0.00557852,0.0194461
HG00100,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0127845,-0.00986186,0.00451505,0.00810632,0.0167444
HG00105,MAGE,EUR,0.995,EUR,1.0,EUR,0.99,True,-0.0127273,-0.00909491,0.00391206,0.00685618,0.0220634
HG00108,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0127776,-0.00947554,0.00330761,0.00655181,0.0199009
HG00110,MAGE,EUR,0.9872063492063493,EUR,1.0,EUR,0.9744126984126986,True,-0.0128422,-0.00903281,0.00392803,0.00716732,0.0220727
HG00113,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0129898,-0.00972059,0.00398356,0.0058085,0.0193348
HG00114,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0127468,-0.0093094,0.00391579,0.00683431,0.0183212
HG00121,MAGE,EUR,0.98,EUR,1.0,EUR,0.96,True,-0.0131133,-0.00922616,0.00434033,0.00735137,0.0192333
HG00122,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0129585,-0.00913287,0.00348771,0.00625506,0.0197786
HG00127,MAGE,EUR,0.9914285714285714,EUR,1.0,EUR,0.9828571428571429,True,-0.0129915,-0.00985882,0.00409311,0.0071816,0.0127297
HG00130,MAGE,EUR,0.9924999999999999,EUR,1.0,EUR,0.985,True,-0.012476,-0.00973117,0.00477686,0.00760156,0.0111191
HG00132,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0129167,-0.00993099,0.00515317,0.00583318,0.0132081
HG00141,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0129428,-0.00955273,0.00361965,0.00796606,0.0168402
HG00142,MAGE,EUR,0.9977777777777778,EUR,1.0,EUR,0.9955555555555555,True,-0.012672,-0.00959673,0.00545488,0.00802122,0.0115669
HG00146,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0129287,-0.00936043,0.00410034,0.00642625,0.016252
HG00148,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0129251,-0.00981194,0.00438707,0.0061401,0.0158872
HG00151,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.012633,-0.00905687,0.00440226,0.00782717,0.0147258
HG00160,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0128758,-0.00945131,0.00328229,0.00721917,0.0153401
HG00177,MAGE,EUR,0.9226753246753248,EUR,1.0,EUR,0.8453506493506494,True,-0.0122609,-0.00209397,0.0011244,0.00436207,0.0365603
HG00179,MAGE,EUR,0.9695952380952381,EUR,1.0,EUR,0.9391904761904761,True,-0.0122932,-0.00340811,0.00154638,0.00460453,0.0370946
HG00183,MAGE,EUR,0.9561255411255412,EUR,1.0,EUR,0.9122510822510823,True,-0.0123871,-0.00335778,0.00127972,0.00473068,0.0383679
HG00185,MAGE,EUR,0.9911428571428571,EUR,1.0,EUR,0.9822857142857143,True,-0.012327,-0.00297845,0.00230298,0.00531372,0.0377908
HG00186,MAGE,EUR,0.9971428571428571,EUR,1.0,EUR,0.9942857142857143,True,-0.0125759,-0.00406381,0.00169868,0.00465031,0.0373725
HG00188,MAGE,EUR,0.9472499999999999,EUR,1.0,EUR,0.8944999999999999,True,-0.0126172,-0.00476123,0.00178959,0.00603676,0.0304934
HG00189,MAGE,EUR,0.99,EUR,1.0,EUR,0.98,True,-0.0126581,-0.00409826,0.00197081,0.00336173,0.0357057
HG00190,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0126666,-0.00514634,0.00246216,0.00615467,0.0306983
HG00233,MAGE,EUR,0.9934920634920635,EUR,1.0,EUR,0.9869841269841271,True,-0.0125791,-0.00963276,0.00403868,0.00752596,0.0129185
HG00237,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0127365,-0.00946679,0.004095,0.0082334,0.0112298
HG00243,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0130129,-0.00993371,0.00426784,0.00744818,0.0137015
HG00244,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0126806,-0.00928979,0.00419413,0.00883327,0.00794052
HG00250,MAGE,EUR,0.9914285714285714,EUR,1.0,EUR,0.9828571428571429,True,-0.0129827,-0.00941543,0.00423764,0.00660562,0.0144611
HG00254,MAGE,EUR,0.9983333333333333,EUR,1.0,EUR,0.9966666666666667,True,-0.0124755,-0.00953527,0.00356672,0.00773512,0.0113689
HG00260,MAGE,EUR,0.9985714285714287,EUR,1.0,EUR,0.9971428571428572,True,-0.0128852,-0.0093398,0.00371916,0.00670916,0.0169938
HG00265,MAGE,EUR,0.9975,EUR,1.0,EUR,0.995,True,-0.0131387,-0.0102166,0.00403746,0.00611014,0.0192288
HG00269,MAGE,EUR,0.9468398268398268,EUR,1.0,EUR,0.8936796536796536,True,-0.0124389,-0.00393711,0.00131376,0.00521759,0.0402556
HG00277,MAGE,EUR,0.9976923076923077,EUR,1.0,EUR,0.9953846153846154,True,-0.0128626,-0.00609345,0.00193994,0.00684452,0.0303855
HG00285,MAGE,EUR,0.9856666666666667,EUR,1.0,EUR,0.9713333333333333,True,-0.0124548,-0.00322279,0.00220836,0.00319294,0.0390716
HG00290,MAGE,EUR,0.9878095238095239,EUR,1.0,EUR,0.9756190476190477,True,-0.0124144,-0.00307151,0.00164204,0.00445902,0.0434702
HG00304,MAGE,EUR,0.9958333333333333,EUR,1.0,EUR,0.9916666666666666,True,-0.012366,-0.00428266,0.00183194,0.00608645,0.0395279
HG00311,MAGE,EUR,0.9985714285714287,EUR,1.0,EUR,0.9971428571428572,True,-0.0129191,-0.00645805,0.00165675,0.00461977,0.0324034
HG00318,MAGE,EUR,0.9864285714285714,EUR,1.0,EUR,0.9728571428571429,True,-0.0128487,-0.00554174,0.00183014,0.00410855,0.0373586
HG00320,MAGE,EUR,0.9869841269841271,EUR,1.0,EUR,0.973968253968254,True,-0.0124225,-0.0046878,0.00189591,0.0053985,0.0335285
HG00325,MAGE,EUR,0.9208477633477634,EUR,1.0,EUR,0.8416955266955267,True,-0.0126621,-0.00278466,0.000863865,0.00277459,0.0397495
HG00326,MAGE,EUR,0.9594588744588746,EUR,1.0,EUR,0.918917748917749,True,-0.0125504,-0.00433962,0.00138102,0.00331796,0.0361507
HG00327,MAGE,EUR,0.8810357142857143,EUR,1.0,EUR,0.7620714285714285,True,-0.0123694,-0.00404013,0.00209602,0.00468259,0.0351107
HG00331,MAGE,EUR,0.9889610389610389,EUR,1.0,EUR,0.9779220779220779,True,-0.0123967,-0.00428291,0.0019859,0.00480086,0.0337081
HG00335,MAGE,EUR,0.9983333333333333,EUR,1.0,EUR,0.9966666666666667,True,-0.0127052,-0.00538221,0.00167958,0.00463333,0.0343822
HG00337,MAGE,EUR,0.9983333333333333,EUR,1.0,EUR,0.9966666666666667,True,-0.0126768,-0.0058064,0.00182402,0.00431938,0.034232
HG00342,MAGE,EUR,0.9856666666666667,EUR,1.0,EUR,0.9713333333333333,True,-0.0124877,-0.00326054,0.00165444,0.00325499,0.0420979
HG00355,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0127994,-0.00545637,0.00258504,0.00494564,0.0335857
HG00360,MAGE,EUR,0.9971428571428571,EUR,1.0,EUR,0.9942857142857143,True,-0.0125346,-0.00531628,0.00339997,0.00534973,0.0322106
HG00368,MAGE,EUR,0.9921428571428572,EUR,1.0,EUR,0.9842857142857143,True,-0.0123743,-0.00316877,0.00176689,0.00424012,0.0431484
HG00372,MAGE,EUR,0.9797619047619048,EUR,1.0,EUR,0.9595238095238097,True,-0.0129518,-0.00462717,0.00146399,0.00384299,0.0353585
HG00382,MAGE,EUR,0.994,EUR,1.0,EUR,0.988,True,-0.0122934,-0.00331811,0.00203886,0.00485398,0.0380941
HG00404,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00366474,0.0656295,0.0184263,-0.0347135,-0.00380435
HG00410,MAGE,EAS,0.9776666666666667,EAS,1.0,EAS,0.9553333333333334,True,-0.00350178,0.0647086,0.0193785,-0.0328264,-0.00256499
HG00442,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00350443,0.0657027,0.0198841,-0.0343294,-0.00127302
HG00463,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00366512,0.0657363,0.0190756,-0.0350701,-0.00302972
HG00473,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00344734,0.0657028,0.0193611,-0.0334413,-0.00291138
HG00475,MAGE,EAS,0.9776666666666667,EAS,1.0,EAS,0.9553333333333334,True,-0.00354537,0.0650264,0.0191989,-0.0329276,-0.0028094
HG00513,MAGE,EAS,0.984,EAS,1.0,EAS,0.968,True,-0.00342316,0.065779,0.0208137,-0.0333995,-0.0024431
HG00525,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.0036527,0.0646646,0.0180687,-0.0321626,-0.00252721
HG00533,MAGE,EAS,0.9792727272727273,EAS,1.0,EAS,0.9585454545454545,True,-0.00377945,0.0652245,0.0190218,-0.0327612,-0.00375065
HG00537,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00365824,0.0661696,0.0196026,-0.034839,-0.00245223
HG00551,MAGE,AMR,0.9596666666666667,AMR,1.0,AMR,0.9193333333333333,True,-0.00555453,-0.000380582,-0.0199919,0.0133414,-0.019169
HG00553,MAGE,AMR,0.9880476190476191,AMR,1.0,AMR,0.9760952380952381,True,0.00110465,0.00332535,-0.0305336,0.0152401,-0.0214311
HG00556,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00375542,0.0650618,0.0192109,-0.0331124,-0.00440399
HG00565,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.0035211,0.0659718,0.0191741,-0.0354434,-0.00427332
HG00581,MAGE,EAS,0.9574393939393939,EAS,1.0,EAS,0.914878787878788,True,-0.003586,0.0656671,0.0189785,-0.0337719,-0.00475637
HG00583,MAGE,EAS,0.9743333333333333,EAS,1.0,EAS,0.9486666666666665,True,-0.00368686,0.0654843,0.0202975,-0.0343793,-0.00382654
HG00589,MAGE,EAS,0.980939393939394,EAS,1.0,EAS,0.9618787878787879,True,-0.00362836,0.0654309,0.017889,-0.0316549,-0.00286122
HG00590,MAGE,EAS,0.9743333333333333,EAS,1.0,EAS,0.9486666666666665,True,-0.00373736,0.0637435,0.0194731,-0.0294846,-0.000515152
HG00596,MAGE,EAS,0.9743333333333333,EAS,1.0,EAS,0.9486666666666665,True,-0.0035407,0.0663123,0.019746,-0.0326365,-0.00227425
HG00607,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00363562,0.0655407,0.0190065,-0.0339768,-0.00523543
HG00625,MAGE,EAS,0.9759393939393939,EAS,1.0,EAS,0.9518787878787879,True,-0.00350278,0.064601,0.0211811,-0.0316455,-0.00346679
HG00628,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00349044,0.0651262,0.0185318,-0.0329433,-0.00159017
HG00631,MAGE,EAS,0.975974358974359,EAS,1.0,EAS,0.951948717948718,True,-0.00369284,0.0657166,0.0187626,-0.0347338,-0.0035908
HG00641,MAGE,AMR,0.998,AMR,1.0,AMR,0.996,True,-0.00561641,0.00115908,-0.0221748,0.0133436,-0.0181044
HG00653,MAGE,EAS,0.9792727272727273,EAS,1.0,EAS,0.9585454545454545,True,-0.00356774,0.0653051,0.0223098,-0.032734,-0.00405188
HG00657,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00367806,0.0651814,0.0202267,-0.033668,-0.0028883
HG00663,MAGE,EAS,0.9697499999999999,EAS,1.0,EAS,0.9394999999999999,True,-0.0036318,0.0652144,0.020784,-0.0334204,-0.00389347
HG00693,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00374644,0.0651756,0.0202812,-0.0329649,-0.003648
HG00704,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.0036507,0.0653639,0.0194982,-0.0334967,-0.00221939
HG00705,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00362253,0.0653568,0.0209752,-0.0331088,-0.00307813
HG00728,MAGE,EAS,0.980939393939394,EAS,1.0,EAS,0.9618787878787879,True,-0.00372082,0.0647595,0.0211104,-0.0334431,-0.0027492
HG00731,MAGE,AMR,0.8547395382395382,AMR,1.0,AMR,0.7094790764790764,True,-0.00966704,-0.00403042,-0.00795834,0.0122764,-0.0247166
HG00737,MAGE,AMR,0.9116991341991343,AMR,1.0,AMR,0.8233982683982685,True,-0.00618182,-0.00274715,-0.0140352,0.0111238,-0.0158416
HG00740,MAGE,AMR,0.9428167388167388,AMR,1.0,AMR,0.8856334776334777,True,-0.00293786,-0.000221078,-0.0201232,0.0108052,-0.0182157
HG00844,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00336333,0.0641103,0.0238246,-0.0316684,-0.00363544
HG00851,MAGE,EAS,0.9663809523809523,EAS,1.0,EAS,0.9327619047619047,True,-0.00364404,0.0644879,0.0228866,-0.0321614,-0.00307764
HG00864,MAGE,EAS,0.9602698412698412,EAS,1.0,EAS,0.9205396825396823,True,-0.00356684,0.0640909,0.0241021,-0.030797,-0.00230636
HG00956,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00336539,0.0643029,0.0232649,-0.0308367,-0.00354154
HG00978,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00335344,0.064367,0.0222397,-0.028868,-0.00216114
HG01029,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00326579,0.0646796,0.0237315,-0.0310858,-0.00370132
HG01031,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.0033472,0.0647805,0.0235871,-0.0319611,-0.00333723
HG01047,MAGE,AMR,0.8729570707070706,AMR,1.0,AMR,0.7459141414141414,True,-0.0060018,-0.0030667,-0.0114058,0.0114428,-0.0166877
HG01052,MAGE,AMR,0.9938095238095238,AMR,1.0,AMR,0.9876190476190476,True,0.0031841,0.00263718,-0.0257226,0.0124646,-0.0141469
HG01055,MAGE,AMR,0.9199350649350649,AMR,1.0,AMR,0.8398701298701299,True,-0.0029084,-0.00220571,-0.0137894,0.0120615,-0.0186689
HG01060,MAGE,AMR,0.9126746031746031,AMR,1.0,AMR,0.8253492063492064,True,-0.0054863,-0.002593,-0.0129159,0.0111693,-0.012683
HG01061,MAGE,AMR,0.9607056277056277,AMR,1.0,AMR,0.9214112554112555,True,-0.00652711,-0.00121565,-0.017017,0.0123516,-0.0223157
HG01073,MAGE,AMR,0.9712294372294373,AMR,1.0,AMR,0.9424588744588747,True,-0.00584341,0.000434001,-0.0209736,0.0131465,-0.0210622
HG01092,MAGE,AMR,0.9624047619047619,AMR,1.0,AMR,0.9248095238095237,True,0.00507172,-0.000365303,-0.0172973,0.0108368,-0.0117675
HG01108,MAGE,AMR,0.7308848637561078,AMR,0.9745131516748105,AFR,0.5420750360750362,False,0.0307544,-0.00314659,-0.0129371,0.0076722,-0.00493964
HG01113,MAGE,AMR,0.9902337662337661,AMR,1.0,AMR,0.9804675324675324,True,-0.0096102,0.00820751,-0.0432519,0.0135289,-0.0162151
HG01125,MAGE,AMR,0.9944761904761905,AMR,1.0,AMR,0.988952380952381,True,-0.0042082,0.00671207,-0.0375747,0.0151672,-0.0162043
HG01131,MAGE,AMR,0.9893928571428572,AMR,1.0,AMR,0.9787857142857144,True,-0.00663175,0.0064512,-0.038533,0.0144989,-0.0183265
HG01137,MAGE,AMR,0.989995670995671,AMR,1.0,AMR,0.9799913419913419,True,-0.00859096,0.0110237,-0.0519645,0.01539,-0.0129157
HG01161,MAGE,AMR,0.9899523809523809,AMR,1.0,AMR,0.9799047619047618,True,0.00116484,0.00111318,-0.0243678,0.0112252,-0.0169909
HG01162,MAGE,AMR,0.9933333333333333,AMR,1.0,AMR,0.9866666666666666,True,-0.00443177,0.000365855,-0.0201928,0.0138412,-0.0129141
HG01164,MAGE,AMR,0.9055887445887445,AMR,1.0,AMR,0.8111774891774891,True,-0.00468297,-0.00171355,-0.0173829,0.0130107,-0.0232425
HG01170,MAGE,AMR,0.9754320728291316,AMR,1.0,AMR,0.9508641456582632,True,-0.00340737,0.000983397,-0.0224303,0.0131484,-0.0127089
HG01173,MAGE,AMR,0.7261830050409135,AMR,0.7965774652932821,AMR,0.6557885447885448,True,-0.00693253,-0.00454423,-0.00363951,0.012674,-0.0251788
HG01174,MAGE,AMR,0.939976445123504,AMR,1.0,AMR,0.879952890247008,True,-0.00724619,-0.00154021,-0.0162779,0.0117967,-0.0156657
HG01188,MAGE,AMR,0.9894444444444443,AMR,1.0,AMR,0.9788888888888888,True,0.00358025,0.00473269,-0.0316081,0.012946,-0.0171605
HG01190,MAGE,AMR,0.9969999999999999,AMR,1.0,AMR,0.9939999999999999,True,-0.000116141,0.00508158,-0.0338479,0.0128989,-0.0158697
HG01204,MAGE,AMR,0.9875714285714285,AMR,1.0,AMR,0.9751428571428572,True,-0.00447983,-0.000137812,-0.0182116,0.0123217,-0.0187306
