IID,sample_type,final_ancestry,ensemble_confidence,knn_prediction,knn_confidence,rf_prediction,rf_confidence,ensemble_agreement,PC1,PC2,PC3,PC4,PC5
HG01393,MAGE,AMR,0.9838095238095239,AMR,1.0,AMR,0.9676190476190477,True,0.00285294,0.000530871,-0.0190835,0.0108217,-0.012485
HG01395,MAGE,AMR,0.8885,AMR,1.0,AMR,0.7769999999999999,True,-0.00626079,-0.00195711,-0.0163706,0.0130311,-0.0180132
HG01447,MAGE,AMR,0.9924999999999999,AMR,1.0,AMR,0.985,True,-0.00606121,0.00633999,-0.0378446,0.0143165,-0.0113003
HG01461,MAGE,AMR,0.9797619047619048,AMR,1.0,AMR,0.9595238095238097,True,0.00219117,0.0139835,-0.0598648,0.0161709,-0.00921977
HG01468,MAGE,AMR,0.9646309523809524,AMR,1.0,AMR,0.9292619047619047,True,-0.00948454,0.00141014,-0.0232066,0.0128019,-0.0234741
HG01479,MAGE,AMR,0.880096214243273,AMR,1.0,AMR,0.760192428486546,True,-0.00945933,-0.00232427,-0.0150721,0.0121552,-0.021567
HG01488,MAGE,AMR,0.982952380952381,AMR,1.0,AMR,0.9659047619047619,True,-0.000849482,0.000134283,-0.0194219,0.0114603,-0.00965919
HG01489,MAGE,AMR,0.9020312791783379,AMR,1.0,AMR,0.8040625583566758,True,-0.00992394,-0.00131568,-0.0157968,0.0142423,-0.0176048
HG01492,MAGE,AMR,0.9864761904761905,AMR,1.0,AMR,0.9729523809523809,True,-0.00918014,0.00283433,-0.0292646,0.0141576,-0.0222196
HG01494,MAGE,AMR,0.9808333333333332,AMR,1.0,AMR,0.9616666666666666,True,-0.00293216,0.0155523,-0.0636932,0.015083,-0.00687638
HG01501,MAGE,EUR,0.9380793650793651,EUR,1.0,EUR,0.8761587301587302,True,-0.0101549,-0.0086372,0.00479235,0.00960428,-0.0176531
HG01503,MAGE,EUR,0.9975,EUR,1.0,EUR,0.995,True,-0.011591,-0.009159,0.00511583,0.0102611,-0.0145505
HG01506,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0108721,-0.00971312,0.00555207,0.0094748,-0.0151953
HG01509,MAGE,EUR,0.994,EUR,1.0,EUR,0.988,True,-0.0107718,-0.00919548,0.00550191,0.0109089,-0.0195373
HG01515,MAGE,EUR,0.998,EUR,1.0,EUR,0.996,True,-0.0126407,-0.0101154,0.00458041,0.00667862,-0.0107093
HG01518,MAGE,EUR,0.998,EUR,1.0,EUR,0.996,True,-0.0124094,-0.0102529,0.00444509,0.0072878,-0.0117765
HG01522,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0128146,-0.00971084,0.00415781,0.00689387,-0.000305773
HG01524,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.011359,-0.00958063,0.0051922,0.00944499,-0.0172159
HG01527,MAGE,EUR,0.9288293650793651,EUR,1.0,EUR,0.8576587301587302,True,-0.0100105,-0.00910731,0.00515681,0.00969011,-0.0206668
HG01578,MAGE,AMR,0.9843650793650793,AMR,1.0,AMR,0.9687301587301586,True,-0.00806721,0.0265914,-0.100666,0.0182029,-0.00803684
HG01589,MAGE,SAS,0.9795050505050504,SAS,1.0,SAS,0.959010101010101,True,-0.00767368,0.0127909,0.0170985,0.0618605,0.00694768
HG01593,MAGE,SAS,0.9861675644616821,SAS,1.0,SAS,0.9723351289233642,True,-0.00808319,0.0106996,0.0177419,0.060687,0.00697198
HG01597,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00334386,0.0637944,0.023202,-0.0298292,-0.000276453
HG01598,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00362276,0.063865,0.0216042,-0.0294561,-0.00105714
HG01600,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00339144,0.0643722,0.0218426,-0.0293417,-0.00356189
HG01606,MAGE,EUR,0.9901515151515152,EUR,1.0,EUR,0.9803030303030303,True,-0.0118144,-0.00974665,0.00538057,0.00885662,-0.0110987
HG01607,MAGE,EUR,0.9940476190476191,EUR,1.0,EUR,0.9880952380952381,True,-0.0115804,-0.00920806,0.00506011,0.0102845,-0.0162357
HG01610,MAGE,EUR,0.9925833333333334,EUR,1.0,EUR,0.9851666666666666,True,-0.0107154,-0.00931677,0.00508791,0.00955317,-0.0183791
HG01613,MAGE,EUR,0.9966666666666666,EUR,1.0,EUR,0.9933333333333333,True,-0.0116187,-0.00906287,0.00616167,0.0108121,-0.0172961
HG01615,MAGE,EUR,0.9956923076923077,EUR,1.0,EUR,0.9913846153846154,True,-0.0115535,-0.00937506,0.00606901,0.0100055,-0.0167135
HG01630,MAGE,EUR,0.8916031746031745,EUR,1.0,EUR,0.7832063492063491,True,-0.00925058,-0.00893085,0.00610077,0.0113029,-0.0276365
HG01669,MAGE,EUR,0.8842565212565212,EUR,1.0,EUR,0.7685130425130424,True,-0.00902868,-0.00932231,0.00504753,0.0103508,-0.0185253
HG01682,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0119614,-0.00964329,0.00591369,0.0100425,-0.0142141
HG01684,MAGE,EUR,0.996,EUR,1.0,EUR,0.9919999999999999,True,-0.0119763,-0.00943027,0.00510756,0.00877715,-0.0155126
HG01686,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.011056,-0.00902668,0.00518665,0.00918933,-0.00699511
HG01695,MAGE,EUR,0.9004603174603174,EUR,1.0,EUR,0.8009206349206349,True,-0.00906529,-0.00831481,0.00515713,0.0100552,-0.0230617
HG01762,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0117098,-0.00986989,0.00569743,0.00951121,-0.0117645
HG01765,MAGE,EUR,0.994,EUR,1.0,EUR,0.988,True,-0.011189,-0.0092845,0.00458385,0.0115216,-0.0185301
HG01771,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0119736,-0.00992007,0.0051205,0.00922135,-0.0160384
HG01785,MAGE,EUR,0.9983333333333333,EUR,1.0,EUR,0.9966666666666667,True,-0.0123192,-0.0098004,0.00502434,0.0091312,-0.0116964
HG01790,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0128601,-0.00949293,0.00457872,0.00811416,0.0154183
HG01797,MAGE,EAS,0.9972727272727273,EAS,1.0,EAS,0.9945454545454545,True,-0.00331346,0.064488,0.0249471,-0.031105,-0.00368225
HG01800,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.003467,0.0644308,0.0236799,-0.0317238,-0.00556341
HG01806,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00333208,0.0644483,0.0240935,-0.0322809,-0.00315515
HG01809,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.0035409,0.0642765,0.0244894,-0.0324955,-0.00245522
HG01812,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00342143,0.0652823,0.0235815,-0.0326192,-0.00276293
HG01817,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00326725,0.0648331,0.0249176,-0.031578,-0.00387291
HG01843,MAGE,EAS,0.9715555555555555,EAS,1.0,EAS,0.943111111111111,True,-0.00359476,0.0632104,0.0236738,-0.0288006,-0.0015228
HG01844,MAGE,EAS,0.9776666666666667,EAS,1.0,EAS,0.9553333333333334,True,-0.00343417,0.0633985,0.022312,-0.0273539,-0.00359322
HG01846,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00343773,0.062868,0.0243107,-0.0278911,-0.00220604
HG01849,MAGE,EAS,0.9656666666666667,EAS,1.0,EAS,0.9313333333333332,True,-0.00360996,0.0629789,0.02463,-0.0279486,-0.00340192
HG01851,MAGE,EAS,0.9725714285714285,EAS,1.0,EAS,0.9451428571428571,True,-0.0034024,0.0646372,0.0219904,-0.0299222,-0.00190588
HG01853,MAGE,EAS,0.9647142857142856,EAS,1.0,EAS,0.9294285714285714,True,-0.00346836,0.0636358,0.0227783,-0.0291588,0.000207676
HG01858,MAGE,EAS,0.984,EAS,1.0,EAS,0.968,True,-0.00337872,0.0644438,0.0233163,-0.0305612,0.000464034
HG01862,MAGE,EAS,0.9554771241830066,EAS,1.0,EAS,0.9109542483660131,True,-0.00363179,0.064075,0.0235849,-0.0293444,-0.00267915
HG01863,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00362776,0.0642982,0.0224285,-0.0297131,-0.00158488
HG01870,MAGE,EAS,0.9776666666666667,EAS,1.0,EAS,0.9553333333333334,True,-0.00356612,0.0639025,0.022632,-0.0295643,-0.00272291
HG01872,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.0035226,0.0636308,0.0208329,-0.0275224,-0.00104005
HG01878,MAGE,EAS,0.9714166666666666,EAS,1.0,EAS,0.9428333333333333,True,-0.00359562,0.0633407,0.0235621,-0.0294406,-0.00242367
HG01879,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0448204,-0.00553121,0.000684272,0.00399312,0.00345785
HG01890,MAGE,AFR,0.9826190476190477,AFR,1.0,AFR,0.9652380952380953,True,0.0470465,-0.00593026,9.02804e-05,0.00323402,0.00642542
HG01893,MAGE,AMR,0.9584520202020201,AMR,1.0,AMR,0.9169040404040402,True,-0.00109731,0.0244272,-0.094634,0.0183372,-0.00497037
HG01912,MAGE,AFR,0.9983333333333333,AFR,1.0,AFR,0.9966666666666667,True,0.0494988,-0.00582123,0.000867669,0.00377383,0.00518044
HG01918,MAGE,AMR,0.9803253968253969,AMR,1.0,AMR,0.9606507936507938,True,-0.00782884,0.0357737,-0.126226,0.0218651,0.00242957
HG01920,MAGE,AMR,0.9223941613941613,AMR,1.0,AMR,0.8447883227883227,True,-0.00730366,0.0479591,-0.165197,0.0224971,0.0108847
HG01921,MAGE,AMR,0.9864920634920633,AMR,1.0,AMR,0.9729841269841267,True,-0.00798465,0.0358281,-0.12426,0.0192775,0.000519219
HG01932,MAGE,AMR,0.99,AMR,1.0,AMR,0.9800000000000001,True,-0.00808025,0.0372882,-0.136472,0.0221851,0.00142174
HG01939,MAGE,AMR,0.9927878787878788,AMR,1.0,AMR,0.9855757575757574,True,-0.00723811,0.0349128,-0.126613,0.0213208,0.0020938
HG01945,MAGE,AMR,0.9945555555555554,AMR,1.0,AMR,0.9891111111111109,True,-0.00763995,0.0371983,-0.132326,0.0201939,-0.000773511
HG01950,MAGE,AMR,0.9389480519480519,AMR,1.0,AMR,0.8778961038961037,True,-0.00376475,0.0413934,-0.143704,0.0200912,0.00454092
HG01951,MAGE,AMR,0.935030969030969,AMR,1.0,AMR,0.8700619380619381,True,-0.0057027,0.047128,-0.159086,0.0241597,0.0106399
HG01953,MAGE,AMR,0.9804484126984128,AMR,1.0,AMR,0.9608968253968254,True,-0.00669558,0.0426295,-0.14798,0.021637,0.00512469
HG01965,MAGE,AMR,0.9539083694083694,AMR,1.0,AMR,0.9078167388167389,True,-0.00315082,0.0264609,-0.0973697,0.0174377,-0.00525928
HG01970,MAGE,AMR,0.9894321789321789,AMR,1.0,AMR,0.9788643578643579,True,-0.00844212,0.0304847,-0.111301,0.0192706,-0.00306899
HG01973,MAGE,AMR,0.9876450216450217,AMR,1.0,AMR,0.9752900432900432,True,-0.00550574,0.0383482,-0.135379,0.0208032,0.00474335
HG01988,MAGE,AFR,0.9107101677613758,AFR,0.9711437787461946,AFR,0.8502765567765569,True,0.0254558,-0.00787515,0.00124397,0.00589016,0.0144365
HG02023,MAGE,EAS,1.0,EAS,1.0,EAS,1.0,True,-0.00320955,0.064233,0.0226947,-0.0302916,-0.00475005
HG02025,MAGE,EAS,0.9776666666666667,EAS,1.0,EAS,0.9553333333333334,True,-0.00357548,0.0643127,0.022272,-0.0307489,-0.00276726
HG02026,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00348098,0.0643467,0.0240586,-0.0316358,-0.00275501
HG02031,MAGE,EAS,0.9906666666666666,EAS,1.0,EAS,0.9813333333333333,True,-0.00330466,0.0653301,0.0230798,-0.0319134,-0.00376743
HG02052,MAGE,AFR,0.9857777777777778,AFR,1.0,AFR,0.9715555555555555,True,0.054274,-0.00538041,-0.000283502,0.00327355,0.00245467
HG02053,MAGE,AFR,0.9966666666666666,AFR,1.0,AFR,0.9933333333333333,True,0.0514331,-0.00571865,3.21375e-05,0.00268959,0.00276624
HG02058,MAGE,EAS,0.99375,EAS,1.0,EAS,0.9875,True,-0.00319272,0.0617679,0.0226165,-0.0236981,-0.00143372
HG02067,MAGE,EAS,0.9714166666666666,EAS,1.0,EAS,0.9428333333333333,True,-0.00356901,0.0633737,0.0236373,-0.0301493,-0.00360707
HG02069,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00335427,0.063449,0.0224125,-0.0278481,-0.00149567
HG02089,MAGE,AMR,0.9816190476190476,AMR,1.0,AMR,0.9632380952380951,True,-0.00750159,0.0298567,-0.110206,0.0187019,-0.00402884
HG02090,MAGE,AMR,0.9570036075036075,AMR,1.0,AMR,0.914007215007215,True,-0.000716904,0.0238912,-0.0954576,0.0192129,-0.00552468
HG02102,MAGE,AMR,0.9831150793650794,AMR,1.0,AMR,0.9662301587301587,True,-0.00693731,0.0400581,-0.139698,0.0202179,0.00271385
HG02104,MAGE,AMR,0.9830389610389609,AMR,1.0,AMR,0.9660779220779219,True,-0.00714574,0.0436861,-0.149373,0.0230099,0.00449066
HG02105,MAGE,AMR,0.9226414696414696,AMR,1.0,AMR,0.8452829392829393,True,-0.00746803,0.0464743,-0.15762,0.0226778,0.0101098
HG02121,MAGE,EAS,0.9862222222222222,EAS,1.0,EAS,0.9724444444444444,True,-0.0033702,0.0632452,0.0233026,-0.0291273,-0.00364356
HG02128,MAGE,EAS,0.9776666666666667,EAS,1.0,EAS,0.9553333333333334,True,-0.00362164,0.0634845,0.0228472,-0.0289178,-0.00461466
HG02134,MAGE,EAS,0.9715555555555555,EAS,1.0,EAS,0.943111111111111,True,-0.00346422,0.0637857,0.02347,-0.0304985,-0.00147234
HG02136,MAGE,EAS,1.0,EAS,1.0,EAS,1.0,True,-0.00317838,0.0632068,0.0235115,-0.0268148,-0.00281649
HG02142,MAGE,EAS,0.9045714285714286,EAS,1.0,EAS,0.8091428571428572,True,-0.00444366,0.0574879,0.0209004,-0.0262931,-0.00442846
HG02150,MAGE,AMR,0.9372397602397602,AMR,1.0,AMR,0.8744795204795204,True,-0.00738742,0.0464924,-0.16165,0.023992,0.00915135
HG02155,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00338107,0.0653074,0.0232897,-0.0319184,-0.00168857
HG02156,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00331831,0.064633,0.0244403,-0.0311175,-0.00287723
HG02165,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00346742,0.0638864,0.0229315,-0.0308066,-0.00256742
HG02166,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00339435,0.0652819,0.0240582,-0.0321004,-0.00266996
HG02178,MAGE,EAS,0.9906666666666666,EAS,1.0,EAS,0.9813333333333333,True,-0.0032943,0.0651579,0.0261101,-0.0320723,-0.00199052
HG02182,MAGE,EAS,0.9776666666666667,EAS,1.0,EAS,0.9553333333333334,True,-0.00351738,0.0647303,0.0245108,-0.033138,-0.00279289
HG02185,MAGE,EAS,0.9925714285714285,EAS,1.0,EAS,0.9851428571428571,True,-0.00335998,0.0647549,0.0235666,-0.0316763,-0.00357128
HG02188,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00344754,0.0648017,0.023802,-0.0316321,-0.000401028
HG02215,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0128526,-0.00987764,0.00404977,0.00664857,0.0179743
HG02220,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0117625,-0.00888696,0.00601827,0.0108197,-0.00961278
HG02230,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0121187,-0.00969038,0.00540476,0.00976385,-0.0129001
HG02232,MAGE,EUR,0.9966666666666666,EUR,1.0,EUR,0.9933333333333333,True,-0.011097,-0.00981037,0.00554651,0.00956557,-0.0208329
HG02236,MAGE,EUR,1.0,EUR,1.0,EUR,1.0,True,-0.0113756,-0.00979983,0.00449669,0.00977313,-0.0155373
HG02250,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00352703,0.0647572,0.0245604,-0.0319132,-0.0044962
HG02265,MAGE,AMR,0.9582049062049062,AMR,1.0,AMR,0.9164098124098123,True,-0.00741847,0.0452656,-0.159173,0.0231479,0.00737213
HG02271,MAGE,AMR,0.9626854256854256,AMR,1.0,AMR,0.9253708513708513,True,-0.00672752,0.047807,-0.164694,0.0226043,0.00727336
HG02274,MAGE,AMR,0.9515714285714285,AMR,1.0,AMR,0.903142857142857,True,0.00810552,0.0275198,-0.102535,0.017066,0.0044258
HG02281,MAGE,AFR,0.9983333333333333,AFR,1.0,AFR,0.9966666666666667,True,0.0538913,-0.00644229,0.000580457,0.000454929,0.00511716
HG02282,MAGE,AFR,0.9669120879120879,AFR,1.0,AFR,0.9338241758241759,True,0.0422598,-0.00652481,0.000742964,0.00310556,0.00892654
HG02283,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0419209,-0.0059366,0.00127084,0.00391054,0.00778055
HG02292,MAGE,AMR,0.9949047619047618,AMR,1.0,AMR,0.9898095238095237,True,-0.00814838,0.0409891,-0.14422,0.0214111,0.0040762
HG02301,MAGE,AMR,0.9942857142857143,AMR,1.0,AMR,0.9885714285714287,True,-0.00731577,0.0384975,-0.137778,0.0225598,0.00208591
HG02307,MAGE,AFR,0.9966666666666666,AFR,1.0,AFR,0.9933333333333333,True,0.0519301,-0.00569218,0.000754117,0.0022943,0.00589944
HG02312,MAGE,AMR,0.9794004329004328,AMR,1.0,AMR,0.9588008658008655,True,-0.00846027,0.0270966,-0.0995181,0.0184409,-0.00195785
HG02323,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0513918,-0.00640269,0.000831761,0.00234903,0.00657551
HG02332,MAGE,AFR,0.9954761904761905,AFR,1.0,AFR,0.990952380952381,True,0.0497412,-0.00621937,-0.00016447,0.00236878,0.00490838
HG02334,MAGE,AFR,0.998,AFR,1.0,AFR,0.996,True,0.0389454,-0.00680104,0.00112086,0.00283211,0.00557399
HG02337,MAGE,AFR,0.9753479853479854,AFR,1.0,AFR,0.9506959706959707,True,0.0481515,-0.00597264,-0.000215388,0.00386075,0.00803114
HG02348,MAGE,AMR,0.9884242424242424,AMR,1.0,AMR,0.9768484848484847,True,-0.00708446,0.0399332,-0.140153,0.0232925,0.0031019
HG02355,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00359272,0.0647631,0.0246429,-0.0315461,-0.00218315
HG02364,MAGE,EAS,1.0,EAS,1.0,EAS,1.0,True,-0.00297322,0.0651987,0.0236982,-0.0318076,-0.00198752
HG02373,MAGE,EAS,0.9983333333333333,EAS,1.0,EAS,0.9966666666666667,True,-0.0032144,0.064707,0.0238406,-0.030118,-0.00372557
HG02389,MAGE,EAS,0.9746893939393939,EAS,1.0,EAS,0.9493787878787878,True,-0.00343235,0.0650111,0.0245448,-0.0318734,-0.00497045
HG02394,MAGE,EAS,0.994,EAS,1.0,EAS,0.988,True,-0.00335329,0.0637346,0.0242547,-0.0315889,-0.0045929
HG02396,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.0035794,0.0648907,0.0246195,-0.032029,-0.00446141
HG02409,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00371864,0.0643947,0.0237707,-0.0317302,-0.00149022
HG02425,MAGE,AMR,0.9886666666666668,AMR,1.0,AMR,0.9773333333333335,True,-0.00518762,0.0247676,-0.0927316,0.0178801,-0.00520193
HG02429,MAGE,AFR,0.927972412762704,AFR,0.9947690568496392,AFR,0.8611757686757687,True,0.0502669,-0.0063196,0.000944806,0.00264163,0.0122945
HG02439,MAGE,AFR,0.9913492063492064,AFR,1.0,AFR,0.9826984126984128,True,0.051723,-0.00550865,0.000634516,0.00247152,0.00261481
HG02449,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0525399,-0.00615241,-2.43838e-05,0.00142171,0.00559163
HG02450,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.050538,-0.00622291,0.00098449,0.00194957,0.00194688
HG02471,MAGE,AFR,0.9911428571428571,AFR,1.0,AFR,0.9822857142857143,True,0.0511898,-0.00591428,0.000118498,0.00258275,0.00418437
HG02479,MAGE,AFR,0.9598305016552157,AFR,0.9974387810882092,AFR,0.9222222222222222,True,0.0501746,-0.006501,0.000372714,0.00177597,0.0131753
HG02481,MAGE,AFR,0.9599841269841269,AFR,1.0,AFR,0.919968253968254,True,0.0499722,-0.00509557,0.0012062,0.00218529,0.00255107
HG02489,MAGE,AFR,0.9954761904761905,AFR,1.0,AFR,0.990952380952381,True,0.047474,-0.00559253,0.000190591,0.0024911,0.00756534
HG02491,MAGE,SAS,0.9983333333333333,SAS,1.0,SAS,0.9966666666666667,True,-0.00743269,0.013748,0.0185747,0.0642805,0.00879977
HG02494,MAGE,SAS,0.9369105616605616,SAS,1.0,SAS,0.8738211233211233,True,-0.00806795,0.0115513,0.0164128,0.0557781,0.00305569
HG02497,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0523189,-0.00562708,-0.000989614,0.00285433,0.000554865
HG02502,MAGE,AFR,0.9932539682539683,AFR,1.0,AFR,0.9865079365079366,True,0.0436666,-0.00558836,0.00121039,0.00287543,0.00662612
HG02511,MAGE,AFR,0.9868888888888889,AFR,1.0,AFR,0.9737777777777779,True,0.051719,-0.00518194,0.000537878,0.00197423,0.00133738
HG02513,MAGE,EAS,0.976,EAS,1.0,EAS,0.9519999999999998,True,-0.00343789,0.0642999,0.0249021,-0.0323826,-0.0014991
HG02536,MAGE,AFR,0.9706089466089466,AFR,1.0,AFR,0.9412178932178932,True,0.0433177,-0.00662136,0.000449374,0.0027139,0.00630622
HG02545,MAGE,AFR,0.998,AFR,1.0,AFR,0.996,True,0.0498532,-0.00592351,0.0004942,0.00343216,0.00679249
HG02568,MAGE,AFR,0.992920634920635,AFR,1.0,AFR,0.98584126984127,True,0.0537128,-0.00539293,3.28246e-05,0.00332414,-0.00336399
HG02574,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0523955,-0.00552484,0.000581822,0.00326037,-0.00601834
HG02580,MAGE,AFR,0.9768470418470419,AFR,1.0,AFR,0.9536940836940837,True,0.0462491,-0.00608273,0.000936896,0.00199909,0.00656987
HG02583,MAGE,AFR,0.9891428571428571,AFR,1.0,AFR,0.9782857142857143,True,0.0546705,-0.00548261,-1.04461e-05,0.00411519,-0.00680973
HG02597,MAGE,SAS,0.9712063492063494,SAS,1.0,SAS,0.9424126984126987,True,-0.00801638,0.0102213,0.0180049,0.0614177,0.00305987
HG02601,MAGE,SAS,0.9933333333333333,SAS,1.0,SAS,0.9866666666666666,True,-0.00663984,0.0163285,0.0205311,0.068962,0.00854879
HG02611,MAGE,AFR,0.9957777777777778,AFR,1.0,AFR,0.9915555555555555,True,0.0545574,-0.00539948,9.17197e-05,0.003543,-0.00449675
HG02613,MAGE,AFR,0.9912539682539683,AFR,1.0,AFR,0.9825079365079367,True,0.0525959,-0.00534467,0.000427051,0.00490254,-0.0046399
HG02614,MAGE,AFR,0.9891428571428571,AFR,1.0,AFR,0.9782857142857143,True,0.0521281,-0.0055195,0.000160068,0.00369156,-0.00872173
HG02620,MAGE,AFR,0.982920634920635,AFR,1.0,AFR,0.96584126984127,True,0.0549246,-0.00530954,0.000204482,0.00357972,-0.00297993
HG02623,MAGE,AFR,0.9891428571428571,AFR,1.0,AFR,0.9782857142857143,True,0.0548962,-0.00573744,-0.00065225,0.00256712,0.000133558
HG02624,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0553045,-0.00566257,0.000153639,0.00303375,-0.00390729
HG02628,MAGE,AFR,0.9824444444444445,AFR,1.0,AFR,0.9648888888888888,True,0.0548865,-0.00522345,-0.000251769,0.00299868,0.00209269
HG02643,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.0540658,-0.0056203,0.000270552,0.00314464,-0.00399421
HG02649,MAGE,SAS,0.943167564461682,SAS,1.0,SAS,0.8863351289233641,True,-0.00804945,0.0104495,0.0158827,0.0588084,0.00209654
HG02654,MAGE,SAS,0.9143780663780665,SAS,1.0,SAS,0.8287561327561329,True,-0.00785867,0.0107407,0.0160508,0.0581899,-0.000461406
HG02660,MAGE,SAS,0.9869642857142857,SAS,1.0,SAS,0.9739285714285714,True,-0.00766083,0.0137888,0.018187,0.0627127,0.00954622
HG02678,MAGE,AFR,0.9971428571428571,AFR,1.0,AFR,0.9942857142857143,True,0.0534079,-0.00551094,0.00136652,0.0040918,-0.00216974
HG02681,MAGE,SAS,0.9741388888888889,SAS,1.0,SAS,0.9482777777777778,True,-0.00811315,0.0112187,0.0171418,0.0588343,0.00522429
HG02694,MAGE,SAS,0.9494911297852473,SAS,1.0,SAS,0.8989822595704947,True,-0.00820943,0.00946372,0.0167913,0.0597577,0.000797467
HG02697,MAGE,SAS,0.9730573870573871,SAS,1.0,SAS,0.9461147741147741,True,-0.00774055,0.0119322,0.0164622,0.0602757,0.00167757
HG02703,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.05461,-0.0056428,0.000171767,0.00408702,-0.00438934
HG02715,MAGE,AFR,0.992920634920635,AFR,1.0,AFR,0.98584126984127,True,0.0544094,-0.00540631,0.000117355,0.00352251,-0.0043806
HG02728,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00609681,0.0210225,0.022229,0.0732905,0.0153867
HG02731,MAGE,SAS,0.9888571428571429,SAS,1.0,SAS,0.9777142857142858,True,-0.00710888,0.0146674,0.0198477,0.0660734,0.00713905
HG02733,MAGE,SAS,0.9952857142857143,SAS,1.0,SAS,0.9905714285714287,True,-0.00751625,0.0128157,0.017923,0.0644706,0.00661904
HG02737,MAGE,SAS,0.986563492063492,SAS,1.0,SAS,0.9731269841269841,True,-0.0079044,0.0115,0.0179813,0.0587961,0.00797831
HG02768,MAGE,AFR,0.962920634920635,AFR,1.0,AFR,0.9258412698412699,True,0.0545742,-0.00487073,0.000442299,0.00389029,-0.00406081
HG02789,MAGE,SAS,0.9830555555555556,SAS,1.0,SAS,0.9661111111111111,True,-0.00612377,0.0197023,0.0219999,0.0708606,0.0172363
HG02792,MAGE,SAS,1.0,SAS,1.0,SAS,1.0,True,-0.00603658,0.0205253,0.0227644,0.0728766,0.0195033
HG02799,MAGE,AFR,0.9795873015873016,AFR,1.0,AFR,0.9591746031746032,True,0.0541279,-0.0051856,0.000160694,0.00362749,-0.000937312
HG02804,MAGE,AFR,0.9891428571428571,AFR,1.0,AFR,0.9782857142857143,True,0.0553751,-0.00557054,-0.000471367,0.00348689,0.00114618
HG02814,MAGE,AFR,0.9957777777777778,AFR,1.0,AFR,0.9915555555555555,True,0.054747,-0.00539107,0.000620865,0.00309899,0.000272294
HG02816,MAGE,AFR,0.9795873015873016,AFR,1.0,AFR,0.9591746031746032,True,0.0542177,-0.00517653,3.66799e-05,0.00322112,-0.00562788
HG02817,MAGE,AFR,0.9977777777777778,AFR,1.0,AFR,0.9955555555555555,True,0.0537507,-0.00559884,-0.000434594,0.0030928,-0.00497422
HG02839,MAGE,AFR,1.0,AFR,1.0,AFR,1.0,True,0.053969,-0.00544902,0.000334557,0.00427979,-0.00388976
